event_id,start_time,asset_name,manual_event_type,input_event_csv_filename,vab_flickers,vab_harmonics,vab_interruptions,vab_interruptions_harmonics,vab_osc_transients,vab_sags,vab_sags_harmonics,vab_spikes,vab_swells,vab_swells_harmonics,vbc_flickers,vbc_harmonics,vbc_interruptions,vbc_interruptions_harmonics,vbc_osc_transients,vbc_sags,vbc_sags_harmonics,vbc_spikes,vbc_swells,vbc_swells_harmonics,vca_flickers,vca_harmonics,vca_interruptions,vca_interruptions_harmonics,vca_osc_transients,vca_sags,vca_sags_harmonics,vca_spikes,vca_swells,vca_swells_harmonics,ia_flickers,ia_harmonics,ia_interruptions,ia_interruptions_harmonics,ia_osc_transients,ia_sags,ia_sags_harmonics,ia_spikes,ia_swells,ia_swells_harmonics,ib_flickers,ib_harmonics,ib_interruptions,ib_interruptions_harmonics,ib_osc_transients,ib_sags,ib_sags_harmonics,ib_spikes,ib_swells,ib_swells_harmonics,ic_flickers,ic_harmonics,ic_interruptions,ic_interruptions_harmonics,ic_osc_transients,ic_sags,ic_sags_harmonics,ic_spikes,ic_swells,ic_swells_harmonics
event_052,2022-06-29,test_052,test_label,input_event_sample052,1.0735987e-09,3.8026934e-07,8.061507e-06,4.6654933e-09,0.00053910684,1.5551444e-07,9.242545e-10,0.99944013,1.1833173e-05,2.9766497e-07,3.2876188e-09,3.0290428e-09,2.1462436e-06,5.5850013e-08,0.00032372438,3.2973446e-10,3.6454915e-11,0.9972379,0.0024119823,2.428109e-05,3.050709e-07,1.8568848e-08,2.6918383e-07,1.534273e-08,0.00096160587,2.2881759e-08,4.260782e-09,0.99850214,0.00053569296,4.9067804e-08,1.9252264e-08,6.232477e-08,1.3658567e-06,6.306701e-08,0.001185018,6.6906782e-09,4.7985027e-10,0.9986688,0.00014437927,1.8634246e-07,7.885663e-09,5.028582e-07,4.961024e-05,2.228994e-08,0.0008253885,6.7064036e-07,2.641205e-09,0.9990189,0.00010273277,2.1715925e-06,2.048844e-07,2.8558172e-06,0.00080713787,6.145867e-07,0.0011923772,5.4229437e-05,2.4554822e-07,0.99793637,5.8357095e-06,6.037456e-08
event_0274,2022-06-29,test_0274,test_label,input_event_sample0274,1.4005321e-24,2.0981021e-27,2.7403804e-26,7.2825364e-19,8.008374e-12,1.2419146e-33,3.2545697e-25,2.523567e-32,4.4383816e-11,1.0,5.626851e-31,6.7555663e-21,1.1618729e-35,2.1066598e-19,8.993352e-11,7.0556084e-38,6.5914723e-22,1.8637194e-22,3.2650003e-19,1.0,1.8213076e-25,5.702963e-15,8.3809505e-30,7.735878e-13,2.6732888e-10,3.552634e-29,1.2260438e-15,2.6658641e-18,2.88722e-17,1.0,6.84662e-16,3.183322e-10,7.905607e-25,3.4635879e-09,4.0572708e-08,1.7139089e-22,1.2108419e-09,3.8273804e-18,3.5358167e-13,1.0,1.9659203e-15,6.0031082e-09,1.3960946e-23,1.3337798e-08,4.8115155e-08,8.2838473e-22,1.00723545e-08,2.7485903e-17,5.3500704e-13,0.9999999,3.3723616e-32,4.3942475e-24,0.0,1.1452165e-22,3.255715e-12,2.9663196e-38,6.7079444e-17,8.012875e-25,8.4227226e-20,1.0
event_02,2022-06-29,test_02,test_label,input_event_sample02,7.1394146e-10,1.3123645e-07,3.3594768e-07,1.5629327e-08,0.00018116963,4.225704e-05,4.054106e-06,0.9997718,2.69992e-07,6.030791e-10,7.001401e-09,8.013218e-07,3.169067e-05,2.6116071e-08,0.000592825,5.4615964e-07,2.289801e-09,0.9992843,8.7197775e-05,2.5778895e-06,2.2184054e-07,1.7618868e-08,1.3103606e-05,8.838517e-08,0.0012831349,4.297881e-08,3.6554397e-09,0.99818987,0.0005132547,1.87943e-07,6.322722e-11,4.3400354e-09,2.7196026e-07,2.8558462e-09,7.6563636e-05,6.636961e-10,5.3175823e-13,0.99991333,6.3357397e-06,3.4460784e-06,3.898222e-09,6.5631644e-07,7.9639096e-05,1.3768387e-07,0.0011458836,1.5508713e-06,4.246154e-09,0.9984505,0.00032018556,1.4108217e-06,1.8542034e-11,7.841695e-10,1.2426128e-07,5.039327e-10,3.024094e-06,1.05891415e-11,1.0418284e-09,0.99952185,0.00047511252,3.4408267e-09
event_085,2022-06-29,test_085,test_label,input_event_sample085,3.7975128e-06,0.002379186,7.994688e-05,0.95966834,2.7357506e-05,1.0323334e-06,0.037756063,4.46381e-08,1.1011605e-06,8.308682e-05,1.4029623e-14,1.066906e-07,1.1899943e-08,0.99999666,9.224289e-08,9.8132955e-14,3.1335826e-06,1.6100641e-13,5.405235e-13,4.4590863e-08,1.3279048e-11,0.00034641597,1.0769393e-09,0.45216924,1.9292824e-07,4.768885e-09,0.54748285,3.1683007e-14,5.935969e-13,1.287162e-06,7.0301897e-13,1.3761926e-06,1.4841074e-08,0.99999833,3.29042e-08,1.0750478e-11,1.6598699e-07,6.888194e-13,1.098296e-11,1.8046288e-08,6.277626e-11,0.00027293983,8.041119e-10,0.991614,1.04261964e-07,2.915093e-08,0.008109128,1.0998837e-12,2.096489e-12,3.90897e-06,3.923821e-08,3.1420415e-05,2.6391708e-05,0.43249848,2.5308013e-06,5.445959e-05,0.5673703,1.6051045e-08,5.391206e-08,1.6474987e-05
event_091,2022-06-29,test_091,test_label,input_event_sample091,0.0,0.0,0.0,9.21152e-38,1.0,0.0,3.477327e-18,0.0,3.7986967e-18,7.685261e-27,4.8197073e-08,1.1154264e-12,4.015882e-10,3.376414e-10,0.9999995,5.0525057e-07,6.4834965e-12,4.3101812e-13,6.476999e-11,1.642803e-08,1.3967973e-10,1.8823342e-13,2.691146e-05,6.969356e-08,0.99994135,4.925163e-07,1.5743979e-08,1.5537394e-08,1.80388e-05,1.3034188e-05,1.2810091e-13,4.3121894e-22,1.342482e-19,2.2649568e-14,0.9999893,1.0313889e-17,7.633997e-17,6.710449e-12,1.0442917e-05,2.3327812e-07,3.309597e-16,1.1595764e-25,2.24688e-17,8.6885783e-13,1.0,2.6889048e-11,7.5993324e-16,2.5457824e-20,1.6482128e-14,2.8205008e-12,2.2961436e-05,1.0556254e-05,5.352032e-06,2.7662884e-07,0.94705063,1.9992563e-06,1.1663275e-09,0.046566475,0.005857694,0.00048414472
event_06,2022-06-29,test_06,test_label,input_event_sample06,3.2275498e-09,4.4109122e-14,0.010729557,1.6438645e-06,0.0001009092,0.9891377,2.0893833e-05,8.963627e-06,2.9854314e-07,4.1571642e-11,3.1063227e-12,7.262961e-16,0.006060316,2.6754082e-08,0.0005922075,0.9933389,8.491605e-06,1.1616944e-07,9.2755453e-10,6.5168964e-13,6.2139108e-15,4.6513477e-20,5.5338096e-05,9.464409e-11,6.6902003e-06,0.99993193,6.0727207e-06,1.7709308e-11,2.0089276e-13,3.769513e-17,5.2451335e-16,2.0317775e-21,1.0920363e-06,4.0974252e-11,2.7829512e-06,0.9999945,1.6126236e-06,1.5068051e-13,8.303389e-14,1.5868684e-17,8.254775e-09,2.5467371e-11,0.6721116,0.0007096029,0.00021980029,0.32685795,1.534738e-05,8.25835e-05,3.109555e-06,1.7639211e-08,2.995335e-11,1.4512659e-09,0.00051159743,6.491435e-08,0.0018151825,0.9976724,6.4255096e-07,1.9545818e-07,1.4938531e-10,2.12727e-11
event_095,2022-06-29,test_095,test_label,input_event_sample095,1.8606083e-07,4.3779607e-07,0.00011356531,0.9997104,2.3052044e-07,1.5402414e-06,0.000171722,3.710364e-09,4.2320139e-07,1.43649e-06,5.0123728e-11,8.28356e-05,5.331887e-08,0.98486775,0.00016255355,5.1200225e-08,0.014848201,9.58539e-11,3.0105416e-09,3.863202e-05,4.6346624e-09,3.221607e-06,0.0002356515,0.9996306,2.1227595e-05,1.0649156e-07,0.00010339029,1.158495e-08,1.7298248e-07,5.6544736e-06,2.813807e-11,3.1694124e-06,2.1742217e-07,0.9896456,0.00013260511,1.993814e-09,0.010200336,4.6014925e-11,1.0936541e-09,1.8080507e-05,4.753172e-13,2.6006908e-06,8.375147e-08,0.9998093,1.8048592e-06,3.893678e-11,0.00018557481,2.8627595e-12,8.197741e-12,5.9645447e-07,3.034544e-11,3.8899457e-09,2.194457e-06,0.9999975,5.3855157e-08,5.0538302e-09,2.9637914e-07,3.792066e-13,2.0097474e-11,4.678024e-09
event_081,2022-06-29,test_081,test_label,input_event_sample081,7.7016135e-05,0.0016481228,0.0124005,1.6050017e-05,0.7116684,0.015999122,1.3039192e-05,0.25777894,0.00033250256,6.634408e-05,8.693015e-05,1.4279823e-09,5.5406e-06,7.524458e-08,0.9978861,5.0825005e-05,1.3009443e-07,0.00033022842,0.0015421801,9.783696e-05,0.0,0.0,0.0,0.0,1.0,0.0,4.6770916e-27,0.0,2.731786e-22,4.433446e-31,0.0,0.0,0.0,7.221502e-36,1.0,0.0,1.6474023e-21,0.0,9.202167e-18,9.954364e-24,6.506729e-38,0.0,1.0632737e-36,3.2609648e-28,1.0,0.0,3.6542293e-26,0.0,6.2568264e-27,1.1306636e-26,7.4839593e-34,0.0,3.4052898e-38,1.6933011e-30,1.0,4.573117e-30,7.588668e-17,0.0,2.0125103e-15,5.09566e-19
event_0258,2022-06-29,test_0258,test_label,input_event_sample0258,9.47527e-10,3.3229743e-14,0.9996269,7.5141324e-05,1.8944913e-05,0.00026752395,6.177713e-08,1.09841185e-05,3.6110634e-07,1.2779751e-10,1.1428143e-09,6.7194084e-11,0.99967897,0.00026547513,4.720541e-05,3.981652e-06,7.7142765e-08,4.0201007e-06,2.8016302e-07,3.088366e-09,1.0362639e-10,2.3251068e-13,0.9998623,0.00012849129,5.685306e-06,1.195996e-06,3.77695e-10,2.3010703e-06,4.887667e-08,3.0617608e-10,1.431526e-12,9.9499346e-17,0.99999774,1.9523868e-06,6.379074e-08,1.5330123e-07,1.5228631e-09,1.1199777e-09,1.1175856e-09,6.794125e-13,2.2793235e-10,1.1689069e-12,0.99987864,1.387145e-05,1.980787e-06,4.413802e-05,1.2560429e-09,6.115412e-05,1.2324433e-07,1.7526684e-10,5.9779966e-11,1.7659238e-14,0.9999746,1.6890219e-05,2.2967686e-06,1.7468169e-07,6.237392e-11,5.930919e-06,7.9789295e-08,2.088405e-10
event_0270,2022-06-29,test_0270,test_label,input_event_sample0270,0.9999465,4.2109536e-18,3.1607683e-20,1.5235627e-14,5.335341e-05,9.553935e-13,2.1343633e-20,2.9529676e-20,6.424535e-08,1.07688995e-08,0.9999999,1.574761e-26,4.755661e-26,2.8946148e-20,7.886758e-08,5.1468434e-19,3.3262033e-23,7.0220636e-25,3.193494e-11,2.1448234e-12,0.9999994,3.90562e-34,3.0545761e-31,9.745341e-24,5.4973344e-07,1.0401917e-23,2.079775e-25,7.621171e-28,8.077891e-13,8.8175696e-14,0.9999956,1.165518e-33,1.371141e-29,1.161109e-22,4.408338e-06,3.2839438e-21,4.3650746e-24,2.1104387e-27,3.7227656e-13,9.189546e-15,0.9999801,1.0088639e-33,4.1210766e-29,1.8202254e-22,1.99097e-05,2.761773e-21,6.961093e-24,1.6574815e-27,8.263964e-13,2.033659e-14,0.9997328,3.075106e-17,9.5056785e-20,5.4673483e-14,0.00026686653,7.094954e-13,5.0076503e-20,5.1419765e-19,2.9823752e-07,8.557713e-08
event_056,2022-06-29,test_056,test_label,input_event_sample056,2.3387916e-07,5.847492e-10,0.00027117075,8.031056e-09,0.0038489674,0.99587905,5.17841e-07,5.090304e-09,2.2045683e-10,2.8101557e-10,5.517562e-14,1.5634824e-21,8.7562347e-07,2.0150547e-10,1.5537413e-05,0.9999354,4.8166527e-05,1.0494325e-13,1.8274512e-12,6.4691093e-16,6.7289764e-16,1.0846844e-23,1.0164122e-06,1.4994745e-12,2.2958422e-07,0.9999752,2.3574432e-05,1.062909e-13,1.3563079e-14,5.389722e-19,4.218951e-14,7.0710604e-22,2.9755176e-06,5.4984397e-13,3.4538573e-06,0.99903286,0.0009607416,1.5719776e-12,2.673932e-12,1.4606873e-16,7.2709916e-10,3.9361634e-15,3.4357531e-06,1.2637155e-11,0.00014751872,0.99984896,2.5306585e-08,5.543878e-14,6.2802127e-15,3.433132e-14,3.1456348e-11,1.9113766e-15,4.4760884e-05,1.5320246e-08,5.359274e-06,0.9994093,0.0005405595,4.4073776e-09,9.6800665e-09,8.073406e-12
event_042,2022-06-29,test_042,test_label,input_event_sample042,1.6812878e-09,3.044518e-07,8.783641e-05,4.4668514e-08,0.0003626685,2.5978582e-07,5.4283167e-10,0.9995414,7.1423738e-06,3.434822e-07,1.2431566e-09,4.928711e-10,2.5599672e-07,1.4894175e-08,0.00014228342,3.1944564e-10,1.8004128e-11,0.9991014,0.0007481874,7.9121355e-06,1.0899449e-08,1.9965608e-08,4.899201e-06,4.081803e-08,4.9184677e-05,2.2189967e-08,4.3161014e-10,0.9998981,4.7601596e-05,2.1981774e-07,2.6220037e-10,2.4974256e-08,1.9957135e-05,1.1635963e-09,8.713676e-05,2.4890655e-08,1.7972908e-09,0.99984014,5.242353e-05,3.1749448e-07,3.830789e-12,8.2421306e-11,2.9305761e-08,1.101e-10,4.9483697e-06,5.80453e-11,7.988935e-13,0.9999658,2.6162921e-05,3.093974e-06,1.6676316e-09,1.4122442e-07,5.0523548e-05,1.8252124e-09,9.14626e-05,1.7204319e-07,1.4259601e-09,0.9998047,5.274924e-05,2.6614367e-07
event_0264,2022-06-29,test_0264,test_label,input_event_sample0264,1.6745976e-20,5.9773715e-19,2.2324765e-31,5.0654122e-17,2.2245122e-15,2.223761e-34,1.8988628e-21,9.494216e-15,2.1498496e-19,1.0,1.6094355e-30,1.2047155e-33,1.2118216e-35,3.33695e-26,1.0307246e-11,0.0,9.747078e-27,9.77909e-38,2.1658257e-20,1.0,2.4913518e-32,0.0,0.0,5.5114614e-36,1.1921869e-14,0.0,1.6037362e-37,0.0,1.4660662e-13,1.0,7.4128405e-11,4.5437446e-08,4.0111423e-15,1.1695601e-07,2.9201044e-10,1.2548525e-19,1.1160908e-08,1.36428735e-08,4.994962e-09,0.99999976,1.2656198e-13,1.4122114e-08,2.593843e-21,1.8518062e-10,4.1319583e-07,8.255615e-21,4.01912e-08,9.10178e-13,3.755383e-11,0.9999995,1.6817664e-21,1.33953754e-14,6.1220635e-26,4.396514e-15,1.1281669e-07,2.54651e-28,3.7138593e-17,4.138876e-32,4.970779e-15,0.9999999
event_0106,2022-06-29,test_0106,test_label,input_event_sample0106,3.030286e-13,3.5078486e-19,7.537433e-07,3.5492906e-09,7.771058e-06,0.9999887,2.8272855e-06,5.457614e-12,9.223145e-11,9.197729e-14,6.800154e-10,3.5166367e-16,1.4813838e-06,2.093142e-12,0.00015670918,0.9998418,1.38335325e-08,1.5641709e-14,2.3652232e-15,5.5303175e-15,6.0858727e-09,4.814571e-12,0.35765207,5.5915007e-05,0.0005544108,0.6415789,9.291215e-06,0.00014474869,4.5994498e-06,4.0563624e-09,2.0665487e-10,3.446199e-15,4.7134884e-07,1.6736491e-12,8.9476154e-05,0.99991,7.072431e-09,7.8589335e-15,2.1974421e-15,8.058603e-15,9.5411914e-11,1.9530136e-15,6.435645e-07,2.112061e-12,3.634469e-05,0.9999629,4.5117456e-08,3.11552e-14,2.1022833e-15,1.2783142e-14,1.6368409e-09,4.8942262e-15,0.65565944,1.2543659e-05,9.104978e-05,0.3441734,5.917319e-05,3.589352e-06,7.4900146e-07,1.2450238e-10
event_0112,2022-06-29,test_0112,test_label,input_event_sample0112,2.5155758e-08,2.1902274e-06,3.145058e-06,2.3501295e-08,0.0001640655,1.1808829e-07,6.791141e-10,0.99966955,0.00016006207,9.93993e-07,4.948816e-12,7.85794e-11,8.9442915e-09,1.24441455e-11,2.919752e-06,4.396031e-12,3.1110973e-13,0.9999838,1.3044726e-05,1.462161e-07,1.2534114e-09,3.8701867e-07,1.7332928e-05,2.4837421e-08,0.0001497662,1.3764293e-06,3.7397797e-07,0.99982977,9.777114e-07,3.4675984e-09,2.4530404e-09,1.8424801e-07,4.5814282e-05,2.2282903e-08,0.00020861189,1.4673998e-06,8.660549e-09,0.99965453,8.8753106e-05,6.800434e-07,8.536235e-11,2.3851097e-09,8.386032e-07,2.6259588e-09,6.774307e-05,6.3473133e-09,7.877703e-10,0.99989736,3.3713673e-05,3.3750825e-07,8.540526e-12,6.0788596e-11,6.35697e-08,1.158308e-09,6.34309e-06,4.2875e-11,1.1121187e-09,0.99999034,2.782361e-06,4.86052e-07
event_0489,2022-06-29,test_0489,test_label,input_event_sample0489,4.781934e-15,0.9965146,9.523697e-15,0.0034847565,4.2805894e-08,1.0473196e-13,3.9861203e-07,1.6849215e-13,2.0759732e-14,2.679978e-07,1.11672144e-10,0.9998599,7.363037e-11,0.000115459785,5.114889e-07,6.0308625e-10,1.615079e-05,2.249341e-08,3.6697692e-10,7.886813e-06,2.9674475e-11,0.9994091,9.186908e-11,0.0003798304,3.7671733e-05,8.2405596e-11,0.00012328055,3.0719658e-09,2.8702862e-10,5.0208888e-05,9.1085717e-10,0.99992,6.5414835e-12,2.3695655e-05,6.9366064e-09,1.1729924e-10,5.2722437e-05,1.7903098e-10,3.0657681e-12,3.52003e-06,1.1592586e-13,0.99987817,1.8186904e-14,0.000118949945,6.717961e-09,2.3199326e-14,2.505608e-06,4.1280456e-13,4.4019316e-17,3.6351656e-07,3.9818048e-08,0.99981946,3.998348e-09,1.5182563e-05,2.5278715e-07,8.601129e-09,0.00015154954,3.183783e-08,5.3405014e-09,1.3464276e-05
event_0338,2022-06-29,test_0338,test_label,input_event_sample0338,1.18107095e-11,3.7171042e-17,0.997291,3.2646437e-06,4.6417136e-07,0.0027050038,2.4097895e-07,9.97266e-09,4.663824e-09,5.0749532e-14,7.151477e-10,1.5628395e-13,0.99988246,4.003345e-06,3.281333e-05,7.121332e-05,1.285926e-07,9.307711e-06,9.407893e-08,4.386442e-11,4.8203868e-09,2.183142e-12,0.9929884,4.1448107e-05,5.3734806e-05,0.00684345,2.2498503e-07,7.237432e-05,4.0680203e-07,8.9715416e-11,1.519973e-11,1.991494e-16,0.99985206,1.2286015e-05,1.4117508e-07,0.0001355465,4.013885e-08,6.5061845e-09,3.4237415e-09,3.0744176e-13,1.0445684e-09,1.2816475e-12,0.99784577,0.0021101872,1.1716041e-05,2.7367058e-05,2.5397215e-09,4.3576247e-06,6.471197e-07,4.8805244e-09,2.3376353e-11,3.5389504e-14,0.999948,5.038172e-05,8.7447035e-07,4.5261068e-08,1.6495071e-11,7.088752e-07,4.8042875e-08,1.8133205e-10
event_0304,2022-06-29,test_0304,test_label,input_event_sample0304,2.739719e-20,1.895148e-23,4.1170446e-27,1.1265792e-23,1.01762904e-10,8.170294e-31,8.813298e-22,2.803856e-27,4.1691746e-07,0.99999964,4.7862736e-26,1.3842947e-24,1.02272156e-25,2.2858244e-19,2.4819402e-11,3.265408e-36,1.6016673e-25,2.5522157e-23,1.4816939e-20,1.0,2.7226696e-24,1.0772876e-25,9.155166e-28,1.4384487e-19,1.3324271e-12,2.3758763e-33,3.9556299e-25,3.0244388e-34,9.523278e-10,1.0,3.5343053e-21,1.6554124e-17,5.160227e-36,2.9981625e-15,2.681077e-13,2.6818268e-33,1.3116946e-16,1.9556949e-23,1.7030332e-20,1.0,1.0173174e-24,2.5421854e-25,1.1835604e-27,1.6906256e-19,5.0835752e-11,2.8617557e-34,1.590793e-24,7.7459434e-29,2.167567e-15,1.0,6.718445e-21,4.4734644e-08,2.686537e-22,8.895237e-07,4.804243e-09,6.9601886e-23,7.178407e-07,8.0686845e-18,5.7513246e-22,0.99999833
event_0462,2022-06-29,test_0462,test_label,input_event_sample0462,1.0150649e-09,7.3568307e-09,7.5964886e-07,5.9898744e-09,3.465031e-05,9.771658e-10,3.5131416e-09,0.9998548,0.00010959055,1.3139663e-07,1.5219836e-08,5.747413e-06,0.00016348586,4.1779577e-07,0.00027211328,6.1342553e-06,5.5272618e-09,0.9995436,8.008791e-06,3.0864172e-07,3.4527667e-12,4.277135e-12,5.1798743e-09,2.8573944e-11,1.3291638e-06,1.3227473e-12,2.3776974e-09,0.99998903,9.663645e-06,4.6537427e-09,1.0899449e-08,1.9965608e-08,4.899201e-06,4.081803e-08,4.9184677e-05,2.2189967e-08,4.3161014e-10,0.9998981,4.7601596e-05,2.1981774e-07,1.3761063e-10,9.4716054e-11,9.586144e-07,5.264563e-09,7.2234594e-05,2.314254e-09,6.999313e-11,0.9998795,3.702614e-05,1.03175025e-05,8.64631e-09,5.5956357e-06,0.0005830875,1.3959762e-07,8.271024e-05,2.0885976e-05,2.368966e-08,0.9993044,3.1410561e-06,3.3044582e-08
event_0476,2022-06-29,test_0476,test_label,input_event_sample0476,1.8139496e-06,9.1269634e-08,4.8463875e-08,1.0542218e-08,0.00041515112,0.99958247,9.840772e-10,2.6130215e-10,2.9123517e-10,3.5940135e-07,5.1330166e-14,1.4133775e-22,9.631075e-06,1.9967459e-12,6.3161497e-07,0.9992797,0.0007101015,4.9684735e-13,1.6416703e-12,5.963896e-17,1.5476122e-14,3.3871517e-13,1.013064e-05,1.6358436e-09,4.4346994e-05,0.99994516,3.4852764e-07,1.0870002e-12,1.0528786e-14,7.114682e-15,5.1986294e-11,4.1687846e-16,5.6669134e-05,4.526328e-09,1.0270398e-05,0.9999021,3.083337e-05,1.220318e-07,5.0551505e-09,1.49771e-12,5.1680365e-16,1.427059e-17,2.0775428e-06,3.7704075e-09,6.713042e-05,0.9999305,2.2919704e-07,8.6313704e-13,6.5825986e-14,1.1892594e-16,2.483644e-12,2.5448726e-18,5.096707e-07,4.3320526e-08,1.629366e-07,0.9999887,1.060716e-05,2.8418812e-11,1.1980707e-10,2.5568369e-14
event_0310,2022-06-29,test_0310,test_label,input_event_sample0310,0.99997056,4.402618e-27,6.5343143e-25,5.2685592e-20,2.9465235e-05,2.135599e-17,3.4054624e-23,4.821978e-26,1.0500492e-11,1.7023211e-12,0.9999975,3.4123737e-20,1.6241365e-13,1.7064036e-13,2.2569504e-06,7.686734e-13,1.3576986e-08,3.493676e-16,2.5837042e-07,3.6334358e-13,0.9999846,3.2377498e-27,3.2822355e-25,3.509305e-20,1.5320962e-05,2.0295459e-17,5.649047e-23,5.0132548e-26,1.0459582e-11,1.1813635e-12,0.99979526,2.0629018e-17,7.288045e-20,4.599376e-14,0.00020435284,6.9606425e-13,6.663693e-20,6.0616964e-19,3.11301e-07,5.6631876e-08,0.9995987,3.7552554e-17,2.8149365e-19,8.8463396e-14,0.00040070975,1.2514907e-12,1.8083449e-19,7.076426e-19,5.115733e-07,9.2307886e-08,0.999997,2.3466649e-20,1.5446674e-13,1.1887826e-13,2.7092642e-06,1.2779642e-12,2.0771795e-08,2.4628184e-16,2.097865e-07,3.1355514e-13
event_0477,2022-06-29,test_0477,test_label,input_event_sample0477,1.4810342e-18,3.2573585e-21,3.6764903e-14,9.802318e-16,5.4217203e-10,4.107078e-23,1.0830075e-16,4.6253996e-15,1.0,2.7661693e-08,1.3164216e-12,1.6746034e-13,2.616916e-10,2.8828797e-12,2.3677089e-08,1.1890762e-13,2.14944e-11,1.3161387e-07,0.9999999,1.0684845e-09,8.619773e-12,6.338265e-13,3.609612e-08,9.7354215e-11,6.130745e-05,5.133921e-13,8.767797e-12,0.0070118285,0.99292666,1.5656025e-07,3.910024e-17,1.1142885e-21,3.4122477e-15,9.301844e-16,1.8032864e-08,5.047634e-22,4.8384284e-18,2.8812478e-08,1.0,9.671951e-11,4.085784e-06,2.7705338e-12,5.502919e-13,1.0135969e-11,3.68053e-06,8.734872e-15,2.1399428e-16,7.831687e-06,0.999984,3.5052489e-07,6.821969e-05,1.5890221e-07,2.5285908e-07,5.0631705e-08,0.0029636438,1.0873949e-08,2.0303481e-11,0.07951938,0.91741973,2.8519382e-05
event_0311,2022-06-29,test_0311,test_label,input_event_sample0311,2.9692028e-08,5.630043e-16,8.162548e-12,2.4677383e-11,0.9999988,3.162706e-13,1.7087566e-10,1.6945128e-09,1.1520203e-06,1.643507e-08,4.1133415e-27,0.0,1.8367872e-28,6.96621e-21,1.0,1.0998006e-34,4.7416975e-25,7.4421492e-31,1.1288677e-09,2.0630645e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.7178912e-34,0.0,2.3322093e-32,2.9730412e-28,8.5364837e-13,5.6136974e-20,1.0498366e-13,3.3090798e-12,1.0,4.6602133e-10,1.0655437e-13,3.3837627e-19,7.3489744e-14,1.5607973e-10,1.6839532e-24,0.0,6.9294456e-22,1.8828672e-18,1.0,1.8615237e-22,7.239633e-11,4.3490702e-32,4.6121196e-13,5.345761e-15,2.150875e-19,0.0,6.1464817e-30,6.091939e-27,1.0,5.518642e-26,1.4072797e-17,1.3394635e-33,5.7019537e-18,2.5522513e-18
event_0305,2022-06-29,test_0305,test_label,input_event_sample0305,7.3548994e-09,3.240704e-05,2.958182e-06,0.85520375,3.4013676e-06,5.1736097e-05,0.14470269,1.155903e-09,1.06174705e-08,3.0269994e-06,5.116897e-14,2.900164e-09,2.7053237e-09,0.99680674,7.213251e-08,1.9691402e-08,0.003193242,1.3990243e-16,4.741791e-13,8.360151e-11,4.0990474e-15,5.7818394e-08,2.6642087e-12,0.9999995,2.897779e-09,3.7404352e-15,4.610966e-07,1.4343853e-15,6.0130257e-18,8.389432e-09,2.6607294e-10,1.6618203e-06,1.0575333e-05,0.96929806,4.156203e-05,1.552349e-05,0.030622773,2.0662286e-08,8.75427e-09,9.861855e-06,6.320913e-08,3.1579093e-06,0.0004411066,0.9865674,0.0001343237,5.523582e-06,0.01284002,1.0103135e-08,3.9407232e-07,7.9484835e-06,7.0301897e-13,1.3761926e-06,1.4841074e-08,0.99999833,3.29042e-08,1.0750478e-11,1.6598699e-07,6.888194e-13,1.098296e-11,1.8046288e-08
event_0463,2022-06-29,test_0463,test_label,input_event_sample0463,1.5019728e-24,2.5567174e-12,9.678987e-25,1.6284142e-10,7.954146e-13,3.8642582e-20,1.0,1.9605008e-20,3.6068392e-25,3.8419545e-12,5.784666e-23,2.7249354e-16,1.7521652e-22,1.0592549e-11,1.9928928e-10,1.2095478e-15,1.0,1.3494074e-26,2.7206437e-25,7.508212e-18,2.2656771e-17,8.58991e-16,2.1362225e-18,1.8134921e-12,1.706668e-09,2.4408897e-07,0.99999976,2.916028e-19,2.5001579e-17,4.6846343e-16,1.217203e-16,1.726708e-08,7.251302e-17,1.253513e-08,1.8750774e-09,3.3595156e-13,1.0,2.100504e-20,4.488027e-19,1.6899675e-12,2.7537795e-13,1.5692683e-06,3.2775407e-11,0.20085642,1.5541774e-07,1.0843068e-09,0.79914176,1.5415785e-16,4.3079744e-15,1.3559668e-07,3.3062753e-10,7.717217e-06,1.9531653e-10,1.385262e-06,2.3946632e-07,2.7901091e-08,0.99999034,1.6334285e-10,4.478049e-11,2.676333e-07
event_0339,2022-06-29,test_0339,test_label,input_event_sample0339,2.0497565e-10,0.9989537,5.7865517e-09,0.0009977026,4.175247e-06,2.0954625e-09,1.5968324e-05,3.0695342e-06,4.442495e-09,2.5318035e-05,5.4236116e-12,0.9999759,3.2597685e-12,2.0637497e-05,8.727217e-09,1.6279231e-12,3.0535853e-06,1.443153e-10,4.5040093e-14,3.10593e-07,5.771679e-14,0.9999126,3.8347096e-15,8.22431e-05,1.2305303e-08,8.708137e-14,4.595677e-06,6.422616e-15,4.7240997e-16,4.5565898e-07,2.3685305e-07,0.9986677,3.1423e-07,0.0003049934,7.8708275e-05,2.4182071e-07,0.00076279655,4.5230227e-05,1.0333237e-06,0.00013877892,5.4973747e-15,0.9956885,1.2385406e-14,0.0043106587,5.015268e-08,1.04497736e-13,4.5904181e-07,2.0855357e-13,2.4999937e-14,3.504119e-07,6.875248e-15,0.99672735,1.2995816e-14,0.0032716058,6.464736e-08,1.2435756e-13,5.800738e-07,3.2299359e-13,3.406549e-14,4.6495254e-07
