,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,,event_id,start_time,asset_name,manual_event_type,image_name,,,,,,parameters,values
271,2.940538194,0.425895283,0.425895283,0.425895283,0.425895283,0.425895283,0.425895283,,event_271,2022_06_01,test_271,test_label,sags_sample052.png,,,,,,,
272,2.951388889,0.446720063,0.446720063,0.446720063,0.446720063,0.446720063,0.446720063,,event_272,2022_06_01,test_272,test_label,harmonics_sample0790.png,,,,,,,
273,2.962239583,0.477526391,0.477526391,0.477526391,0.477526391,0.477526391,0.477526391,,event_273,2022_06_01,test_273,test_label,osc_transients_sample0245.png,,,,,,,
274,2.973090278,0.488858557,0.488858557,0.488858557,0.488858557,0.488858557,0.488858557,,event_274,2022_06_01,test_274,test_label,interruptions_harmonics_sample0542.png,,,,,,,
275,2.983940972,0.515910067,0.515910067,0.515910067,0.515910067,0.515910067,0.515910067,,event_275,2022_06_01,test_275,test_label,sags_sample0916.png,,,,,,,
276,2.994791667,0.537863072,0.537863072,0.537863072,0.537863072,0.537863072,0.537863072,,event_276,2022_06_01,test_276,test_label,swells_sample0997.png,,,,,,,
277,3.005642361,0.578227649,0.578227649,0.578227649,0.578227649,0.578227649,0.578227649,,event_277,2022_06_01,test_277,test_label,osc_transients_sample0523.png,,,,,,,
278,3.016493056,0.592614587,0.592614587,0.592614587,0.592614587,0.592614587,0.592614587,,event_278,2022_06_01,test_278,test_label,sags_harmonics_sample0291.png,,,,,,,
279,3.02734375,0.616466208,0.616466208,0.616466208,0.616466208,0.616466208,0.616466208,,event_279,2022_06_01,test_279,test_label,osc_transients_sample0537.png,,,,,,,
280,3.038194444,0.639347228,0.639347228,0.639347228,0.639347228,0.639347228,0.639347228,,event_280,2022_06_01,test_280,test_label,swells_sample0983.png,,,,,,,
281,3.049045139,0.674205576,0.674205576,0.674205576,0.674205576,0.674205576,0.674205576,,event_281,2022_06_01,test_281,test_label,sags_sample046.png,,,,,,,
282,3.059895833,0.683584028,0.683584028,0.683584028,0.683584028,0.683584028,0.683584028,,event_282,2022_06_01,test_282,test_label,harmonics_sample0784.png,,,,,,,
283,3.070746528,0.714657524,0.714657524,0.714657524,0.714657524,0.714657524,0.714657524,,event_283,2022_06_01,test_283,test_label,harmonics_sample0948.png,,,,,,,
284,3.081597222,0.729365899,0.729365899,0.729365899,0.729365899,0.729365899,0.729365899,,event_284,2022_06_01,test_284,test_label,sags_harmonics_sample0285.png,,,,,,,
285,3.092447917,0.757169727,0.757169727,0.757169727,0.757169727,0.757169727,0.757169727,,event_285,2022_06_01,test_285,test_label,osc_transients_sample0251.png,,,,,,,
286,3.103298611,0.766410933,0.766410933,0.766410933,0.766410933,0.766410933,0.766410933,,event_286,2022_06_01,test_286,test_label,interruptions_harmonics_sample0230.png,,,,,,,
287,3.114149306,0.783440821,0.783440821,0.783440821,0.783440821,0.783440821,0.783440821,,event_287,2022_06_01,test_287,test_label,spikes_sample0584.png,,,,,,,
288,3.125,0.808409411,0.808409411,0.808409411,0.808409411,0.808409411,0.808409411,,event_288,2022_06_01,test_288,test_label,interruptions_harmonics_sample0224.png,,,,,,,
289,3.135850694,0.832625027,0.832625027,0.832625027,0.832625027,0.832625027,0.832625027,,event_289,2022_06_01,test_289,test_label,flickers_sample0338.png,,,,,,,
290,3.146701389,0.839864871,0.839864871,0.839864871,0.839864871,0.839864871,0.839864871,,event_290,2022_06_01,test_290,test_label,flickers_sample0476.png,,,,,,,
291,3.157552083,0.863384378,0.863384378,0.863384378,0.863384378,0.863384378,0.863384378,,event_291,2022_06_01,test_291,test_label,interruptions_harmonics_sample059.png,,,,,,,
292,3.168402778,0.887217794,0.887217794,0.887217794,0.887217794,0.887217794,0.887217794,,event_292,2022_06_01,test_292,test_label,interruptions_harmonics_sample071.png,,,,,,,
293,3.179253472,0.89206072,0.89206072,0.89206072,0.89206072,0.89206072,0.89206072,,event_293,2022_06_01,test_293,test_label,harmonics_sample0974.png,,,,,,,
294,3.190104167,0.911161356,0.911161356,0.911161356,0.911161356,0.911161356,0.911161356,,event_294,2022_06_01,test_294,test_label,sags_sample0902.png,,,,,,,
295,3.200954861,0.923415541,0.923415541,0.923415541,0.923415541,0.923415541,0.923415541,,event_295,2022_06_01,test_295,test_label,swells_harmonics_sample0975.png,,,,,,,
296,3.211805556,0.933849854,0.933849854,0.933849854,0.933849854,0.933849854,0.933849854,,event_296,2022_06_01,test_296,test_label,swells_harmonics_sample0785.png,,,,,,,
297,3.22265625,0.938878352,0.938878352,0.938878352,0.938878352,0.938878352,0.938878352,,event_297,2022_06_01,test_297,test_label,interruptions_harmonics_sample0556.png,,,,,,,
298,3.233506944,0.951985638,0.951985638,0.951985638,0.951985638,0.951985638,0.951985638,,event_298,2022_06_01,test_298,test_label,osc_transients_sample0279.png,,,,,,,
299,3.244357639,0.977957819,0.977957819,0.977957819,0.977957819,0.977957819,0.977957819,,event_299,2022_06_01,test_299,test_label,interruptions_sample0743.png,,,,,,,
300,3.255208333,0.986457676,0.986457676,0.986457676,0.986457676,0.986457676,0.986457676,,event_300,2022_06_01,test_300,test_label,swells_sample0773.png,,,,,,,
301,3.266059028,0.994256036,0.994256036,0.994256036,0.994256036,0.994256036,0.994256036,,event_301,2022_06_01,test_301,test_label,swells_harmonics_sample0961.png,,,,,,,
302,3.276909722,1.019723233,1.019723233,1.019723233,1.019723233,1.019723233,1.019723233,,event_302,2022_06_01,test_302,test_label,spikes_sample0235.png,,,,,,,
303,3.287760417,1.031926389,1.031926389,1.031926389,1.031926389,1.031926389,1.031926389,,event_303,2022_06_01,test_303,test_label,harmonics_sample0960.png,,,,,,,
304,3.298611111,1.041033768,1.041033768,1.041033768,1.041033768,1.041033768,1.041033768,,event_304,2022_06_01,test_304,test_label,flickers_sample0310.png,,,,,,,
305,3.309461806,1.048206693,1.048206693,1.048206693,1.048206693,1.048206693,1.048206693,,event_305,2022_06_01,test_305,test_label,interruptions_harmonics_sample065.png,,,,,,,
306,3.3203125,1.052158795,1.052158795,1.052158795,1.052158795,1.052158795,1.052158795,,event_306,2022_06_01,test_306,test_label,swells_sample02.png,,,,,,,
307,3.331163194,1.060304967,1.060304967,1.060304967,1.060304967,1.060304967,1.060304967,,event_307,2022_06_01,test_307,test_label,swells_sample0767.png,,,,,,,
308,3.342013889,1.063883668,1.063883668,1.063883668,1.063883668,1.063883668,1.063883668,,event_308,2022_06_01,test_308,test_label,flickers_sample0304.png,,,,,,,
309,3.352864583,1.072928485,1.072928485,1.072928485,1.072928485,1.072928485,1.072928485,,event_309,2022_06_01,test_309,test_label,flickers_sample0462.png,,,,,,,
310,3.363715278,1.073003161,1.073003161,1.073003161,1.073003161,1.073003161,1.073003161,,event_310,2022_06_01,test_310,test_label,interruptions_harmonics_sample0218.png,,,,,,,
311,3.374565972,1.082931313,1.082931313,1.082931313,1.082931313,1.082931313,1.082931313,,event_311,2022_06_01,test_311,test_label,interruptions_sample0757.png,,,,,,,
312,3.385416667,1.091814454,1.091814454,1.091814454,1.091814454,1.091814454,1.091814454,,event_312,2022_06_01,test_312,test_label,sags_harmonics_sample0534.png,,,,,,,
313,3.396267361,1.091947558,1.091947558,1.091947558,1.091947558,1.091947558,1.091947558,,event_313,2022_06_01,test_313,test_label,interruptions_sample0964.png,,,,,,,
314,3.407118056,1.095915871,1.095915871,1.095915871,1.095915871,1.095915871,1.095915871,,event_314,2022_06_01,test_314,test_label,interruptions_harmonics_sample0581.png,,,,,,,
315,3.41796875,1.09759389,1.09759389,1.09759389,1.09759389,1.09759389,1.09759389,,event_315,2022_06_01,test_315,test_label,sags_harmonics_sample0252.png,,,,,,,
316,3.428819444,1.102479157,1.102479157,1.102479157,1.102479157,1.102479157,1.102479157,,event_316,2022_06_01,test_316,test_label,sags_sample091.png,,,,,,,
317,3.439670139,1.103791659,1.103791659,1.103791659,1.103791659,1.103791659,1.103791659,,event_317,2022_06_01,test_317,test_label,harmonics_sample0753.png,,,,,,,
318,3.450520833,1.101223597,1.101223597,1.101223597,1.101223597,1.101223597,1.101223597,,event_318,2022_06_01,test_318,test_label,swells_sample0954.png,,,,,,,
319,3.461371528,1.099867267,1.099867267,1.099867267,1.099867267,1.099867267,1.099867267,,event_319,2022_06_01,test_319,test_label,spikes_sample0553.png,,,,,,,
320,3.472222222,1.104984297,1.104984297,1.104984297,1.104984297,1.104984297,1.104984297,,event_320,2022_06_01,test_320,test_label,swells_harmonics_sample0752.png,,,,,,,
321,3.483072917,1.104606052,1.104606052,1.104606052,1.104606052,1.104606052,1.104606052,,event_321,2022_06_01,test_321,test_label,flickers_sample0489.png,,,,,,,
322,3.493923611,1.087962778,1.087962778,1.087962778,1.087962778,1.087962778,1.087962778,,event_322,2022_06_01,test_322,test_label,osc_transients_sample0286.png,,,,,,,
323,3.504774306,1.098393128,1.098393128,1.098393128,1.098393128,1.098393128,1.098393128,,event_323,2022_06_01,test_323,test_label,swells_sample0940.png,,,,,,,
324,3.515625,1.084087321,1.084087321,1.084087321,1.084087321,1.084087321,1.084087321,,event_324,2022_06_01,test_324,test_label,sags_harmonics_sample0520.png,,,,,,,
325,3.526475694,1.087826261,1.087826261,1.087826261,1.087826261,1.087826261,1.087826261,,event_325,2022_06_01,test_325,test_label,interruptions_sample0970.png,,,,,,,
326,3.537326389,1.07225914,1.07225914,1.07225914,1.07225914,1.07225914,1.07225914,,event_326,2022_06_01,test_326,test_label,harmonics_sample0747.png,,,,,,,
327,3.548177083,1.074141067,1.074141067,1.074141067,1.074141067,1.074141067,1.074141067,,event_327,2022_06_01,test_327,test_label,sags_sample0719.png,,,,,,,
328,3.559027778,1.066772681,1.066772681,1.066772681,1.066772681,1.066772681,1.066772681,,event_328,2022_06_01,test_328,test_label,sags_sample085.png,,,,,,,
329,3.569878472,1.061503405,1.061503405,1.061503405,1.061503405,1.061503405,1.061503405,,event_329,2022_06_01,test_329,test_label,spikes_sample0547.png,,,,,,,
330,3.580729167,1.057028336,1.057028336,1.057028336,1.057028336,1.057028336,1.057028336,,event_330,2022_06_01,test_330,test_label,interruptions_harmonics_sample0595.png,,,,,,,
331,3.591579861,1.039400233,1.039400233,1.039400233,1.039400233,1.039400233,1.039400233,,event_331,2022_06_01,test_331,test_label,swells_sample0798.png,,,,,,,
332,3.602430556,1.045178626,1.045178626,1.045178626,1.045178626,1.045178626,1.045178626,,event_332,2022_06_01,test_332,test_label,sags_harmonics_sample0246.png,,,,,,,
333,3.61328125,1.027154448,1.027154448,1.027154448,1.027154448,1.027154448,1.027154448,,event_333,2022_06_01,test_333,test_label,spikes_sample0221.png,,,,,,,
334,3.624131944,1.019261169,1.019261169,1.019261169,1.019261169,1.019261169,1.019261169,,event_334,2022_06_01,test_334,test_label,sags_sample0731.png,,,,,,,
335,3.634982639,1.012302776,1.012302776,1.012302776,1.012302776,1.012302776,1.012302776,,event_335,2022_06_01,test_335,test_label,osc_transients_sample0292.png,,,,,,,
336,3.645833333,0.994838874,0.994838874,0.994838874,0.994838874,0.994838874,0.994838874,,event_336,2022_06_01,test_336,test_label,sags_harmonics_sample0508.png,,,,,,,
337,3.656684028,0.987141081,0.987141081,0.987141081,0.987141081,0.987141081,0.987141081,,event_337,2022_06_01,test_337,test_label,spikes_sample0209.png,,,,,,,
338,3.667534722,0.977801937,0.977801937,0.977801937,0.977801937,0.977801937,0.977801937,,event_338,2022_06_01,test_338,test_label,interruptions_sample0780.png,,,,,,,
339,3.678385417,0.960342799,0.960342799,0.960342799,0.960342799,0.960342799,0.960342799,,event_339,2022_06_01,test_339,test_label,swells_harmonics_sample0746.png,,,,,,,
340,3.689236111,0.950072166,0.950072166,0.950072166,0.950072166,0.950072166,0.950072166,,event_340,2022_06_01,test_340,test_label,interruptions_sample0958.png,,,,,,,
341,3.700086806,0.941297317,0.941297317,0.941297317,0.941297317,0.941297317,0.941297317,,event_341,2022_06_01,test_341,test_label,swells_sample0968.png,,,,,,,
342,3.7109375,0.915054599,0.915054599,0.915054599,0.915054599,0.915054599,0.915054599,,event_342,2022_06_01,test_342,test_label,interruptions_sample0794.png,,,,,,,
343,3.721788194,0.911529337,0.911529337,0.911529337,0.911529337,0.911529337,0.911529337,,event_343,2022_06_01,test_343,test_label,interruptions_sample0782.png,,,,,,,
344,3.732638889,0.877200817,0.877200817,0.877200817,0.877200817,0.877200817,0.877200817,,event_344,2022_06_01,test_344,test_label,sags_sample0733.png,,,,,,,
345,3.743489583,0.863494784,0.863494784,0.863494784,0.863494784,0.863494784,0.863494784,,event_345,2022_06_01,test_345,test_label,harmonics_sample0779.png,,,,,,,
346,3.754340278,0.857368044,0.857368044,0.857368044,0.857368044,0.857368044,0.857368044,,event_346,2022_06_01,test_346,test_label,interruptions_sample0796.png,,,,,,,
347,3.765190972,0.82809125,0.82809125,0.82809125,0.82809125,0.82809125,0.82809125,,event_347,2022_06_01,test_347,test_label,spikes_sample0551.png,,,,,,,
348,3.776041667,0.818248592,0.818248592,0.818248592,0.818248592,0.818248592,0.818248592,,event_348,2022_06_01,test_348,test_label,swells_harmonics_sample0778.png,,,,,,,
349,3.786892361,0.805469958,0.805469958,0.805469958,0.805469958,0.805469958,0.805469958,,event_349,2022_06_01,test_349,test_label,sags_sample0725.png,,,,,,,
350,3.797743056,0.791418418,0.791418418,0.791418418,0.791418418,0.791418418,0.791418418,,event_350,2022_06_01,test_350,test_label,interruptions_sample08.png,,,,,,,
351,3.80859375,0.755074806,0.755074806,0.755074806,0.755074806,0.755074806,0.755074806,,event_351,2022_06_01,test_351,test_label,sags_harmonics_sample0278.png,,,,,,,
352,3.819444444,0.744177324,0.744177324,0.744177324,0.744177324,0.744177324,0.744177324,,event_352,2022_06_01,test_352,test_label,spikes_sample0579.png,,,,,,,
353,3.830295139,0.727534549,0.727534549,0.727534549,0.727534549,0.727534549,0.727534549,,event_353,2022_06_01,test_353,test_label,sags_sample0727.png,,,,,,,
354,3.841145833,0.703122386,0.703122386,0.703122386,0.703122386,0.703122386,0.703122386,,event_354,2022_06_01,test_354,test_label,interruptions_harmonics_sample0583.png,,,,,,,
355,3.851996528,0.679523198,0.679523198,0.679523198,0.679523198,0.679523198,0.679523198,,event_355,2022_06_01,test_355,test_label,interruptions_sample0966.png,,,,,,,
356,3.862847222,0.663279466,0.663279466,0.663279466,0.663279466,0.663279466,0.663279466,,event_356,2022_06_01,test_356,test_label,osc_transients_sample0284.png,,,,,,,
357,3.873697917,0.644343795,0.644343795,0.644343795,0.644343795,0.644343795,0.644343795,,event_357,2022_06_01,test_357,test_label,harmonics_sample0751.png,,,,,,,
358,3.884548611,0.626753051,0.626753051,0.626753051,0.626753051,0.626753051,0.626753051,,event_358,2022_06_01,test_358,test_label,sags_harmonics_sample0250.png,,,,,,,
359,3.895399306,0.590401476,0.590401476,0.590401476,0.590401476,0.590401476,0.590401476,,event_359,2022_06_01,test_359,test_label,swells_harmonics_sample0988.png,,,,,,,
360,3.90625,0.580596574,0.580596574,0.580596574,0.580596574,0.580596574,0.580596574,,event_360,2022_06_01,test_360,test_label,sags_harmonics_sample0536.png,,,,,,,
361,3.917100694,0.546864758,0.546864758,0.546864758,0.546864758,0.546864758,0.546864758,,event_361,2022_06_01,test_361,test_label,harmonics_sample0989.png,,,,,,,
362,3.927951389,0.525665335,0.525665335,0.525665335,0.525665335,0.525665335,0.525665335,,event_362,2022_06_01,test_362,test_label,swells_sample0956.png,,,,,,,
363,3.938802083,0.510065151,0.510065151,0.510065151,0.510065151,0.510065151,0.510065151,,event_363,2022_06_01,test_363,test_label,sags_sample093.png,,,,,,,
364,3.949652778,0.489776479,0.489776479,0.489776479,0.489776479,0.489776479,0.489776479,,event_364,2022_06_01,test_364,test_label,swells_harmonics_sample0750.png,,,,,,,
365,3.960503472,0.465078105,0.465078105,0.465078105,0.465078105,0.465078105,0.465078105,,event_365,2022_06_01,test_365,test_label,interruptions_harmonics_sample0597.png,,,,,,,
366,3.971354167,0.440947467,0.440947467,0.440947467,0.440947467,0.440947467,0.440947467,,event_366,2022_06_01,test_366,test_label,interruptions_harmonics_sample098.png,,,,,,,
367,3.982204861,0.419204149,0.419204149,0.419204149,0.419204149,0.419204149,0.419204149,,event_367,2022_06_01,test_367,test_label,swells_harmonics_sample0744.png,,,,,,,
368,3.993055556,0.392274647,0.392274647,0.392274647,0.392274647,0.392274647,0.392274647,,event_368,2022_06_01,test_368,test_label,sags_harmonics_sample0244.png,,,,,,,
369,4.00390625,0.371642184,0.371642184,0.371642184,0.371642184,0.371642184,0.371642184,,event_369,2022_06_01,test_369,test_label,spikes_sample0223.png,,,,,,,
370,4.014756944,0.335835072,0.335835072,0.335835072,0.335835072,0.335835072,0.335835072,,event_370,2022_06_01,test_370,test_label,sags_harmonics_sample0522.png,,,,,,,
371,4.025607639,0.317612048,0.317612048,0.317612048,0.317612048,0.317612048,0.317612048,,event_371,2022_06_01,test_371,test_label,harmonics_sample0745.png,,,,,,,
372,4.036458333,0.301541484,0.301541484,0.301541484,0.301541484,0.301541484,0.301541484,,event_372,2022_06_01,test_372,test_label,interruptions_sample0972.png,,,,,,,
373,4.047309028,0.274637555,0.274637555,0.274637555,0.274637555,0.274637555,0.274637555,,event_373,2022_06_01,test_373,test_label,osc_transients_sample0290.png,,,,,,,
374,4.058159722,0.245381423,0.245381423,0.245381423,0.245381423,0.245381423,0.245381423,,event_374,2022_06_01,test_374,test_label,spikes_sample0237.png,,,,,,,
375,4.069010417,0.217716854,0.217716854,0.217716854,0.217716854,0.217716854,0.217716854,,event_375,2022_06_01,test_375,test_label,sags_sample0928.png,,,,,,,
376,4.079861111,0.193223881,0.193223881,0.193223881,0.193223881,0.193223881,0.193223881,,event_376,2022_06_01,test_376,test_label,flickers_sample0312.png,,,,,,,
377,4.090711806,0.175255619,0.175255619,0.175255619,0.175255619,0.175255619,0.175255619,,event_377,2022_06_01,test_377,test_label,flickers_sample0474.png,,,,,,,
378,4.1015625,0.145582664,0.145582664,0.145582664,0.145582664,0.145582664,0.145582664,,event_378,2022_06_01,test_378,test_label,sags_sample087.png,,,,,,,
379,4.112413194,0.127796887,0.127796887,0.127796887,0.127796887,0.127796887,0.127796887,,event_379,2022_06_01,test_379,test_label,spikes_sample0545.png,,,,,,,
380,4.123263889,0.102441281,0.102441281,0.102441281,0.102441281,0.102441281,0.102441281,,event_380,2022_06_01,test_380,test_label,interruptions_sample0999.png,,,,,,,
381,4.134114583,0.082540459,0.082540459,0.082540459,0.082540459,0.082540459,0.082540459,,event_381,2022_06_01,test_381,test_label,harmonics_sample0976.png,,,,,,,
382,4.144965278,0.051439116,0.051439116,0.051439116,0.051439116,0.051439116,0.051439116,,event_382,2022_06_01,test_382,test_label,interruptions_harmonics_sample073.png,,,,,,,
383,4.155815972,0.027127075,0.027127075,0.027127075,0.027127075,0.027127075,0.027127075,,event_383,2022_06_01,test_383,test_label,swells_harmonics_sample0977.png,,,,,,,
384,4.166666667,-0.000256911,-0.000256911,-0.000256911,-0.000256911,-0.000256911,-0.000256911,,event_384,2022_06_01,test_384,test_label,swells_sample0771.png,,,,,,,
385,4.177517361,-0.022798248,-0.022798248,-0.022798248,-0.022798248,-0.022798248,-0.022798248,,event_385,2022_06_01,test_385,test_label,interruptions_sample0741.png,,,,,,,
386,4.188368056,-0.053367222,-0.053367222,-0.053367222,-0.053367222,-0.053367222,-0.053367222,,event_386,2022_06_01,test_386,test_label,swells_sample0942.png,,,,,,,
387,4.19921875,-0.072263599,-0.072263599,-0.072263599,-0.072263599,-0.072263599,-0.072263599,,event_387,2022_06_01,test_387,test_label,swells_sample00.png,,,,,,,
388,4.210069444,-0.102633667,-0.102633667,-0.102633667,-0.102633667,-0.102633667,-0.102633667,,event_388,2022_06_01,test_388,test_label,sags_sample078.png,,,,,,,
389,4.220920139,-0.124701092,-0.124701092,-0.124701092,-0.124701092,-0.124701092,-0.124701092,,event_389,2022_06_01,test_389,test_label,swells_harmonics_sample0963.png,,,,,,,
390,4.231770833,-0.151904804,-0.151904804,-0.151904804,-0.151904804,-0.151904804,-0.151904804,,event_390,2022_06_01,test_390,test_label,interruptions_harmonics_sample0568.png,,,,,,,
391,4.242621528,-0.174992051,-0.174992051,-0.174992051,-0.174992051,-0.174992051,-0.174992051,,event_391,2022_06_01,test_391,test_label,interruptions_harmonics_sample067.png,,,,,,,
392,4.253472222,-0.197962035,-0.197962035,-0.197962035,-0.197962035,-0.197962035,-0.197962035,,event_392,2022_06_01,test_392,test_label,interruptions_sample0755.png,,,,,,,
393,4.264322917,-0.217118066,-0.217118066,-0.217118066,-0.217118066,-0.217118066,-0.217118066,,event_393,2022_06_01,test_393,test_label,osc_transients_sample0509.png,,,,,,,
394,4.275173611,-0.244509611,-0.244509611,-0.244509611,-0.244509611,-0.244509611,-0.244509611,,event_394,2022_06_01,test_394,test_label,harmonics_sample0962.png,,,,,,,
395,4.286024306,-0.262579591,-0.262579591,-0.262579591,-0.262579591,-0.262579591,-0.262579591,,event_395,2022_06_01,test_395,test_label,flickers_sample0460.png,,,,,,,
396,4.296875,-0.283651374,-0.283651374,-0.283651374,-0.283651374,-0.283651374,-0.283651374,,event_396,2022_06_01,test_396,test_label,flickers_sample0306.png,,,,,,,
397,4.307725694,-0.298337036,-0.298337036,-0.298337036,-0.298337036,-0.298337036,-0.298337036,,event_397,2022_06_01,test_397,test_label,swells_sample0765.png,,,,,,,
398,4.318576389,-0.334018254,-0.334018254,-0.334018254,-0.334018254,-0.334018254,-0.334018254,,event_398,2022_06_01,test_398,test_label,interruptions_harmonics_sample0540.png,,,,,,,
399,4.329427083,-0.346320771,-0.346320771,-0.346320771,-0.346320771,-0.346320771,-0.346320771,,event_399,2022_06_01,test_399,test_label,flickers_sample0448.png,,,,,,,
400,4.340277778,-0.375344353,-0.375344353,-0.375344353,-0.375344353,-0.375344353,-0.375344353,,event_400,2022_06_01,test_400,test_label,swells_sample0995.png,,,,,,,
401,4.351128472,-0.387860681,-0.387860681,-0.387860681,-0.387860681,-0.387860681,-0.387860681,,event_401,2022_06_01,test_401,test_label,sags_harmonics_sample0293.png,,,,,,,
402,4.361979167,-0.407856876,-0.407856876,-0.407856876,-0.407856876,-0.407856876,-0.407856876,,event_402,2022_06_01,test_402,test_label,osc_transients_sample0521.png,,,,,,,
403,4.372829861,-0.429043222,-0.429043222,-0.429043222,-0.429043222,-0.429043222,-0.429043222,,event_403,2022_06_01,test_403,test_label,sags_sample050.png,,,,,,,
404,4.383680556,-0.457721885,-0.457721885,-0.457721885,-0.457721885,-0.457721885,-0.457721885,,event_404,2022_06_01,test_404,test_label,swells_harmonics_sample0793.png,,,,,,,
405,4.39453125,-0.478397409,-0.478397409,-0.478397409,-0.478397409,-0.478397409,-0.478397409,,event_405,2022_06_01,test_405,test_label,osc_transients_sample0247.png,,,,,,,
406,4.405381944,-0.499340961,-0.499340961,-0.499340961,-0.499340961,-0.499340961,-0.499340961,,event_406,2022_06_01,test_406,test_label,spikes_sample0592.png,,,,,,,
407,4.416232639,-0.511118186,-0.511118186,-0.511118186,-0.511118186,-0.511118186,-0.511118186,,event_407,2022_06_01,test_407,test_label,interruptions_harmonics_sample0226.png,,,,,,,
408,4.427083333,-0.536474881,-0.536474881,-0.536474881,-0.536474881,-0.536474881,-0.536474881,,event_408,2022_06_01,test_408,test_label,sags_sample0914.png,,,,,,,
409,4.437934028,-0.55793815,-0.55793815,-0.55793815,-0.55793815,-0.55793815,-0.55793815,,event_409,2022_06_01,test_409,test_label,harmonics_sample0792.png,,,,,,,
410,4.448784722,-0.570666448,-0.570666448,-0.570666448,-0.570666448,-0.570666448,-0.570666448,,event_410,2022_06_01,test_410,test_label,osc_transients_sample0253.png,,,,,,,
411,4.459635417,-0.587211657,-0.587211657,-0.587211657,-0.587211657,-0.587211657,-0.587211657,,event_411,2022_06_01,test_411,test_label,interruptions_sample0769.png,,,,,,,
412,4.470486111,-0.610773179,-0.610773179,-0.610773179,-0.610773179,-0.610773179,-0.610773179,,event_412,2022_06_01,test_412,test_label,interruptions_harmonics_sample0554.png,,,,,,,
413,4.481336806,-0.62195427,-0.62195427,-0.62195427,-0.62195427,-0.62195427,-0.62195427,,event_413,2022_06_01,test_413,test_label,swells_sample0981.png,,,,,,,
414,4.4921875,-0.63829642,-0.63829642,-0.63829642,-0.63829642,-0.63829642,-0.63829642,,event_414,2022_06_01,test_414,test_label,swells_harmonics_sample0787.png,,,,,,,
415,4.503038194,-0.651191466,-0.651191466,-0.651191466,-0.651191466,-0.651191466,-0.651191466,,event_415,2022_06_01,test_415,test_label,osc_transients_sample0535.png,,,,,,,
416,4.513888889,-0.676174115,-0.676174115,-0.676174115,-0.676174115,-0.676174115,-0.676174115,,event_416,2022_06_01,test_416,test_label,spikes_sample0586.png,,,,,,,
417,4.524739583,-0.681552673,-0.681552673,-0.681552673,-0.681552673,-0.681552673,-0.681552673,,event_417,2022_06_01,test_417,test_label,interruptions_harmonics_sample0232.png,,,,,,,
418,4.535590278,-0.700569844,-0.700569844,-0.700569844,-0.700569844,-0.700569844,-0.700569844,,event_418,2022_06_01,test_418,test_label,swells_sample0759.png,,,,,,,
419,4.546440972,-0.710705492,-0.710705492,-0.710705492,-0.710705492,-0.710705492,-0.710705492,,event_419,2022_06_01,test_419,test_label,sags_sample0900.png,,,,,,,
420,4.557291667,-0.723629812,-0.723629812,-0.723629812,-0.723629812,-0.723629812,-0.723629812,,event_420,2022_06_01,test_420,test_label,sags_sample044.png,,,,,,,
421,4.568142361,-0.741854124,-0.741854124,-0.741854124,-0.741854124,-0.741854124,-0.741854124,,event_421,2022_06_01,test_421,test_label,harmonics_sample0786.png,,,,,,,
422,4.578993056,-0.754457822,-0.754457822,-0.754457822,-0.754457822,-0.754457822,-0.754457822,,event_422,2022_06_01,test_422,test_label,sags_sample0257.png,,,,,,,
423,4.58984375,-0.768016546,-0.768016546,-0.768016546,-0.768016546,-0.768016546,-0.768016546,,event_423,2022_06_01,test_423,test_label,sags_harmonics_sample0287.png,,,,,,,
424,4.600694444,-0.780390247,-0.780390247,-0.780390247,-0.780390247,-0.780390247,-0.780390247,,event_424,2022_06_01,test_424,test_label,harmonics_sample0209.png,,,,,,,
425,4.611545139,-0.79050434,-0.79050434,-0.79050434,-0.79050434,-0.79050434,-0.79050434,,event_425,2022_06_01,test_425,test_label,swells_sample091.png,,,,,,,
426,4.622395833,-0.800875371,-0.800875371,-0.800875371,-0.800875371,-0.800875371,-0.800875371,,event_426,2022_06_01,test_426,test_label,swells_harmonics_sample0208.png,,,,,,,
427,4.633246528,-0.801147397,-0.801147397,-0.801147397,-0.801147397,-0.801147397,-0.801147397,,event_427,2022_06_01,test_427,test_label,interruptions_harmonics_sample0965.png,,,,,,,
428,4.644097222,-0.814753445,-0.814753445,-0.814753445,-0.814753445,-0.814753445,-0.814753445,,event_428,2022_06_01,test_428,test_label,osc_transients_sample0904.png,,,,,,,
429,4.654947917,-0.829605925,-0.829605925,-0.829605925,-0.829605925,-0.829605925,-0.829605925,,event_429,2022_06_01,test_429,test_label,sags_harmonics_sample0708.png,,,,,,,
430,4.665798611,-0.825558528,-0.825558528,-0.825558528,-0.825558528,-0.825558528,-0.825558528,,event_430,2022_06_01,test_430,test_label,sags_sample0531.png,,,,,,,
431,4.676649306,-0.849143437,-0.849143437,-0.849143437,-0.849143437,-0.849143437,-0.849143437,,event_431,2022_06_01,test_431,test_label,interruptions_sample0580.png,,,,,,,
432,4.6875,-0.845380544,-0.845380544,-0.845380544,-0.845380544,-0.845380544,-0.845380544,,event_432,2022_06_01,test_432,test_label,interruptions_sample0594.png,,,,,,,
433,4.698350694,-0.857303302,-0.857303302,-0.857303302,-0.857303302,-0.857303302,-0.857303302,,event_433,2022_06_01,test_433,test_label,flickers_sample0879.png,,,,,,,
