,amplitude (in pu),timestamps (in ms)
2046,-0.049067674,133.203125
2047,-0.024541229,133.2682292
2048,-9.06E-15,133.3333333
2049,0.024541229,133.3984375
2050,0.049067674,133.4635417
2051,0.073564564,133.5286458
2052,0.09801714,133.59375
2053,0.122410675,133.6588542
2054,0.146730474,133.7239583
2055,0.170961889,133.7890625
2056,0.195090322,133.8541667
2057,0.21910124,133.9192708
2058,0.24298018,133.984375
2059,0.266712757,134.0494792
2060,0.290284677,134.1145833
2061,0.31368174,134.1796875
2062,0.336889853,134.2447917
2063,0.359895037,134.3098958
2064,0.382683432,134.375
2065,0.405241314,134.4401042
2066,0.427555093,134.5052083
2067,0.44961133,134.5703125
2068,0.471396737,134.6354167
2069,0.492898192,134.7005208
2070,0.514102744,134.765625
2071,0.53499762,134.8307292
2072,0.555570233,134.8958333
2073,0.575808191,134.9609375
2074,0.595699304,135.0260417
2075,0.615231591,135.0911458
2076,0.634393284,135.15625
2077,0.653172843,135.2213542
2078,0.671558955,135.2864583
2079,0.689540545,135.3515625
2080,0.707106781,135.4166667
2081,0.724247083,135.4817708
2082,0.740951125,135.546875
2083,0.757208847,135.6119792
2084,0.773010453,135.6770833
2085,0.788346428,135.7421875
2086,0.803207531,135.8072917
2087,0.817584813,135.8723958
2088,0.831469612,135.9375
2089,0.844853565,136.0026042
2090,0.85772861,136.0677083
2091,0.870086991,136.1328125
2092,0.881921264,136.1979167
2093,0.893224301,136.2630208
2094,0.903989293,136.328125
2095,0.914209756,136.3932292
2096,0.923879533,136.4583333
2097,0.932992799,136.5234375
2098,0.941544065,136.5885417
2099,0.949528181,136.6536458
2100,0.956940336,136.71875
2101,0.963776066,136.7838542
2102,0.970031253,136.8489583
2103,0.97570213,136.9140625
2104,0.98078528,136.9791667
2105,0.985277642,137.0442708
2106,0.98917651,137.109375
2107,0.992479535,137.1744792
2108,0.995184727,137.2395833
2109,0.997290457,137.3046875
2110,0.998795456,137.3697917
2111,0.999698819,137.4348958
2112,1,137.5
2113,0.999698819,137.5651042
2114,0.998795456,137.6302083
2115,0.997290457,137.6953125
2116,0.995184727,137.7604167
2117,0.992479535,137.8255208
2118,0.98917651,137.890625
2119,0.985277642,137.9557292
2120,0.98078528,138.0208333
2121,0.97570213,138.0859375
2122,0.970031253,138.1510417
2123,0.963776066,138.2161458
2124,0.956940336,138.28125
2125,0.949528181,138.3463542
2126,0.941544065,138.4114583
2127,0.932992799,138.4765625
2128,0.923879533,138.5416667
2129,0.914209756,138.6067708
2130,0.903989293,138.671875
2131,0.893224301,138.7369792
2132,0.881921264,138.8020833
2133,0.870086991,138.8671875
2134,0.85772861,138.9322917
2135,0.844853565,138.9973958
2136,0.831469612,139.0625
2137,0.817584813,139.1276042
2138,0.803207531,139.1927083
2139,0.788346428,139.2578125
2140,0.773010453,139.3229167
2141,0.757208847,139.3880208
2142,0.740951125,139.453125
2143,0.724247083,139.5182292
2144,0.707106781,139.5833333
2145,0.689540545,139.6484375
2146,0.671558955,139.7135417
2147,0.653172843,139.7786458
2148,0.634393284,139.84375
2149,0.615231591,139.9088542
2150,0.595699304,139.9739583
2151,0.575808191,140.0390625
2152,0.555570233,140.1041667
2153,0.53499762,140.1692708
2154,0.514102744,140.234375
2155,0.492898192,140.2994792
2156,0.471396737,140.3645833
2157,0.44961133,140.4296875
2158,0.427555093,140.4947917
2159,0.405241314,140.5598958
2160,0.382683432,140.625
2161,0.359895037,140.6901042
2162,0.336889853,140.7552083
2163,0.31368174,140.8203125
2164,0.290284677,140.8854167
2165,0.266712757,140.9505208
2166,0.24298018,141.015625
2167,0.21910124,141.0807292
2168,0.195090322,141.1458333
2169,0.170961889,141.2109375
2170,0.146730474,141.2760417
2171,0.122410675,141.3411458
2172,0.09801714,141.40625
2173,0.073564564,141.4713542
2174,0.049067674,141.5364583
2175,0.024541229,141.6015625
2176,5.63E-15,141.6666667
2177,-0.024541229,141.7317708
2178,-0.049067674,141.796875
2179,-0.073564564,141.8619792
2180,-0.09801714,141.9270833
2181,-0.122410675,141.9921875
2182,-0.146730474,142.0572917
2183,-0.170961889,142.1223958
2184,-0.195090322,142.1875
2185,-0.21910124,142.2526042
2186,-0.24298018,142.3177083
2187,-0.266712757,142.3828125
2188,-0.290284677,142.4479167
2189,-0.31368174,142.5130208
2190,-0.336889853,142.578125
2191,-0.359895037,142.6432292
2192,-0.382683432,142.7083333
2193,-0.405241314,142.7734375
2194,-0.427555093,142.8385417
2195,-0.44961133,142.9036458
2196,-0.471396737,142.96875
2197,-0.492898192,143.0338542
2198,-0.514102744,143.0989583
2199,-0.53499762,143.1640625
2200,-0.555570233,143.2291667
2201,-0.575808191,143.2942708
2202,-0.595699304,143.359375
2203,-0.615231591,143.4244792
2204,-0.634393284,143.4895833
2205,-0.653172843,143.5546875
2206,-0.671558955,143.6197917
2207,-0.689540545,143.6848958
2208,-0.707106781,143.75
2209,-0.724247083,143.8151042
2210,-0.740951125,143.8802083
2211,-0.757208847,143.9453125
2212,-0.773010453,144.0104167
2213,-0.788346428,144.0755208
2214,-0.803207531,144.140625
2215,-0.817584813,144.2057292
2216,-0.831469612,144.2708333
2217,-0.844853565,144.3359375
2218,-0.85772861,144.4010417
2219,-0.870086991,144.4661458
2220,-0.881921264,144.53125
2221,-0.893224301,144.5963542
2222,-0.903989293,144.6614583
2223,-0.914209756,144.7265625
2224,-0.923879533,144.7916667
2225,-0.932992799,144.8567708
2226,-0.941544065,144.921875
2227,-0.949528181,144.9869792
2228,-0.956940336,145.0520833
2229,-0.963776066,145.1171875
2230,-0.970031253,145.1822917
2231,-0.97570213,145.2473958
2232,-0.98078528,145.3125
2233,-0.985277642,145.3776042
2234,-0.98917651,145.4427083
2235,-0.992479535,145.5078125
2236,-0.995184727,145.5729167
2237,-0.997290457,145.6380208
2238,-0.998795456,145.703125
2239,-0.999698819,145.7682292
2240,-1,145.8333333
2241,-0.999698819,145.8984375
2242,-0.998795456,145.9635417
2243,-0.997290457,146.0286458
2244,-0.995184727,146.09375
2245,-0.992479535,146.1588542
2246,-0.98917651,146.2239583
2247,-0.985277642,146.2890625
2248,-0.98078528,146.3541667
2249,-0.97570213,146.4192708
2250,-0.970031253,146.484375
2251,-0.963776066,146.5494792
2252,-0.956940336,146.6145833
2253,-0.949528181,146.6796875
2254,-0.941544065,146.7447917
2255,-0.932992799,146.8098958
2256,-0.923879533,146.875
2257,-0.914209756,146.9401042
2258,-0.903989293,147.0052083
2259,-0.893224301,147.0703125
2260,-0.881921264,147.1354167
2261,-0.870086991,147.2005208
2262,-0.85772861,147.265625
2263,-0.844853565,147.3307292
2264,-0.831469612,147.3958333
2265,-0.817584813,147.4609375
2266,-0.803207531,147.5260417
2267,-0.788346428,147.5911458
2268,-0.773010453,147.65625
2269,-0.757208847,147.7213542
2270,-0.740951125,147.7864583
2271,-0.724247083,147.8515625
2272,-0.707106781,147.9166667
2273,-0.689540545,147.9817708
2274,-0.671558955,148.046875
2275,-0.653172843,148.1119792
2276,-0.634393284,148.1770833
2277,-0.615231591,148.2421875
2278,-0.595699304,148.3072917
2279,-0.575808191,148.3723958
2280,-0.555570233,148.4375
2281,-0.53499762,148.5026042
2282,-0.514102744,148.5677083
2283,-0.492898192,148.6328125
2284,-0.471396737,148.6979167
2285,-0.44961133,148.7630208
2286,-0.427555093,148.828125
2287,-0.405241314,148.8932292
2288,-0.382683432,148.9583333
2289,-0.359895037,149.0234375
2290,-0.336889853,149.0885417
2291,-0.31368174,149.1536458
2292,-0.290284677,149.21875
2293,-0.266712757,149.2838542
2294,-0.24298018,149.3489583
2295,-0.21910124,149.4140625
2296,-0.195090322,149.4791667
2297,-0.170961889,149.5442708
2298,-0.146730474,149.609375
2299,-0.122410675,149.6744792
2300,-0.09801714,149.7395833
2301,-0.073564564,149.8046875
2302,-0.049067674,149.8697917
2303,-0.024541229,149.9348958
2304,-9.31E-15,150
2305,0.024541229,150.0651042
2306,0.049067674,150.1302083
2307,0.073564564,150.1953125
2308,0.09801714,150.2604167
2309,0.122410675,150.3255208
2310,0.146730474,150.390625
2311,0.170961889,150.4557292
2312,0.195090322,150.5208333
2313,0.21910124,150.5859375
2314,0.24298018,150.6510417
2315,0.266712757,150.7161458
2316,0.290284677,150.78125
2317,0.31368174,150.8463542
2318,0.336889853,150.9114583
2319,0.359895037,150.9765625
2320,0.382683432,151.0416667
2321,0.405241314,151.1067708
2322,0.427555093,151.171875
2323,0.44961133,151.2369792
2324,0.471396737,151.3020833
2325,0.492898192,151.3671875
2326,0.514102744,151.4322917
2327,0.53499762,151.4973958
2328,0.555570233,151.5625
2329,0.575808191,151.6276042
2330,0.595699304,151.6927083
2331,0.615231591,151.7578125
2332,0.634393284,151.8229167
2333,0.653172843,151.8880208
2334,0.671558955,151.953125
2335,0.689540545,152.0182292
2336,0.707106781,152.0833333
2337,0.724247083,152.1484375
2338,0.740951125,152.2135417
2339,0.757208847,152.2786458
2340,0.773010453,152.34375
2341,0.788346428,152.4088542
2342,0.803207531,152.4739583
2343,0.817584813,152.5390625
2344,0.831469612,152.6041667
2345,0.844853565,152.6692708
2346,0.85772861,152.734375
2347,0.870086991,152.7994792
2348,0.881921264,152.8645833
2349,0.893224301,152.9296875
2350,0.903989293,152.9947917
2351,0.914209756,153.0598958
2352,0.923879533,153.125
2353,0.932992799,153.1901042
2354,0.941544065,153.2552083
2355,0.949528181,153.3203125
2356,0.956940336,153.3854167
2357,0.963776066,153.4505208
2358,0.970031253,153.515625
2359,0.97570213,153.5807292
2360,0.98078528,153.6458333
2361,0.985277642,153.7109375
2362,0.98917651,153.7760417
2363,0.992479535,153.8411458
2364,0.995184727,153.90625
2365,0.997290457,153.9713542
2366,0.998795456,154.0364583
2367,0.999698819,154.1015625
2368,1,154.1666667
2369,0.999698819,154.2317708
2370,0.998795456,154.296875
2371,0.997290457,154.3619792
2372,0.995184727,154.4270833
2373,0.992479535,154.4921875
2374,0.98917651,154.5572917
2375,0.985277642,154.6223958
2376,0.98078528,154.6875
2377,0.97570213,154.7526042
2378,0.970031253,154.8177083
2379,0.963776066,154.8828125
2380,0.956940336,154.9479167
2381,0.949528181,155.0130208
2382,0.941544065,155.078125
2383,0.932992799,155.1432292
2384,0.923879533,155.2083333
2385,0.914209756,155.2734375
2386,0.903989293,155.3385417
2387,0.893224301,155.4036458
2388,0.881921264,155.46875
2389,0.870086991,155.5338542
2390,0.85772861,155.5989583
2391,0.844853565,155.6640625
2392,0.831469612,155.7291667
2393,0.817584813,155.7942708
2394,0.803207531,155.859375
2395,0.788346428,155.9244792
2396,0.773010453,155.9895833
2397,0.757208847,156.0546875
2398,0.740951125,156.1197917
2399,0.724247083,156.1848958
2400,0.707106781,156.25
2401,0.689540545,156.3151042
2402,0.671558955,156.3802083
2403,0.653172843,156.4453125
2404,0.634393284,156.5104167
2405,0.615231591,156.5755208
2406,0.595699304,156.640625
2407,0.575808191,156.7057292
2408,0.555570233,156.7708333
2409,0.53499762,156.8359375
2410,0.514102744,156.9010417
2411,0.492898192,156.9661458
2412,0.471396737,157.03125
2413,0.44961133,157.0963542
2414,0.427555093,157.1614583
2415,0.405241314,157.2265625
2416,0.382683432,157.2916667
2417,0.359895037,157.3567708
2418,0.336889853,157.421875
2419,0.31368174,157.4869792
2420,0.290284677,157.5520833
2421,0.266712757,157.6171875
2422,0.24298018,157.6822917
2423,0.21910124,157.7473958
2424,0.195090322,157.8125
2425,0.170961889,157.8776042
2426,0.146730474,157.9427083
2427,0.122410675,158.0078125
2428,0.09801714,158.0729167
2429,0.073564564,158.1380208
2430,0.049067674,158.203125
2431,0.024541229,158.2682292
2432,1.30E-14,158.3333333
2433,-0.024541229,158.3984375
2434,-0.049067674,158.4635417
2435,-0.073564564,158.5286458
2436,-0.09801714,158.59375
2437,-0.122410675,158.6588542
2438,-0.146730474,158.7239583
2439,-0.170961889,158.7890625
2440,-0.195090322,158.8541667
2441,-0.21910124,158.9192708
2442,-0.24298018,158.984375
2443,-0.266712757,159.0494792
2444,-0.290284677,159.1145833
2445,-0.31368174,159.1796875
2446,-0.336889853,159.2447917
2447,-0.359895037,159.3098958
2448,-0.382683432,159.375
2449,-0.405241314,159.4401042
2450,-0.427555093,159.5052083
2451,-0.44961133,159.5703125
2452,-0.471396737,159.6354167
2453,-0.492898192,159.7005208
2454,-0.514102744,159.765625
2455,-0.53499762,159.8307292
2456,-0.555570233,159.8958333
2457,-0.575808191,159.9609375
2458,-0.595699304,160.0260417
2459,-0.615231591,160.0911458
2460,-0.634393284,160.15625
2461,-0.653172843,160.2213542
2462,-0.671558955,160.2864583
2463,-0.689540545,160.3515625
2464,-0.707106781,160.4166667
2465,-0.724247083,160.4817708
2466,-0.740951125,160.546875
2467,-0.757208847,160.6119792
2468,-0.773010453,160.6770833
2469,-0.788346428,160.7421875
2470,-0.803207531,160.8072917
2471,-0.817584813,160.8723958
2472,-0.831469612,160.9375
2473,-0.844853565,161.0026042
2474,-0.85772861,161.0677083
2475,-0.870086991,161.1328125
2476,-0.881921264,161.1979167
2477,-0.893224301,161.2630208
2478,-0.903989293,161.328125
2479,-0.914209756,161.3932292
2480,-0.923879533,161.4583333
2481,-0.932992799,161.5234375
2482,-0.941544065,161.5885417
2483,-0.949528181,161.6536458
2484,-0.956940336,161.71875
2485,-0.963776066,161.7838542
2486,-0.970031253,161.8489583
2487,-0.97570213,161.9140625
2488,-0.98078528,161.9791667
2489,-0.985277642,162.0442708
2490,-0.98917651,162.109375
2491,-0.992479535,162.1744792
2492,-0.995184727,162.2395833
2493,-0.997290457,162.3046875
2494,-0.998795456,162.3697917
2495,-0.999698819,162.4348958
2496,-1,162.5
2497,-0.999698819,162.5651042
2498,-0.998795456,162.6302083
2499,-0.997290457,162.6953125
2500,-0.995184727,162.7604167
2501,-0.992479535,162.8255208
2502,-0.98917651,162.890625
2503,-0.985277642,162.9557292
2504,-0.98078528,163.0208333
2505,-0.97570213,163.0859375
2506,-0.970031253,163.1510417
2507,-0.963776066,163.2161458
2508,-0.956940336,163.28125
2509,-0.949528181,163.3463542
2510,-0.941544065,163.4114583
2511,-0.932992799,163.4765625
2512,-0.923879533,163.5416667
2513,-0.914209756,163.6067708
2514,-0.903989293,163.671875
2515,-0.893224301,163.7369792
2516,-0.881921264,163.8020833
2517,-0.870086991,163.8671875
2518,-0.85772861,163.9322917
2519,-0.844853565,163.9973958
2520,-0.831469612,164.0625
2521,-0.817584813,164.1276042
2522,-0.803207531,164.1927083
2523,-0.788346428,164.2578125
2524,-0.773010453,164.3229167
2525,-0.757208847,164.3880208
2526,-0.740951125,164.453125
2527,-0.724247083,164.5182292
2528,-0.707106781,164.5833333
2529,-0.689540545,164.6484375
2530,-0.671558955,164.7135417
2531,-0.653172843,164.7786458
2532,-0.634393284,164.84375
2533,-0.615231591,164.9088542
2534,-0.595699304,164.9739583
2535,-0.575808191,165.0390625
2536,-0.555570233,165.1041667
2537,-0.53499762,165.1692708
2538,-0.514102744,165.234375
2539,-0.492898192,165.2994792
2540,-0.471396737,165.3645833
2541,-0.44961133,165.4296875
2542,-0.427555093,165.4947917
2543,-0.405241314,165.5598958
2544,-0.382683432,165.625
2545,-0.359895037,165.6901042
2546,-0.336889853,165.7552083
2547,-0.31368174,165.8203125
2548,-0.290284677,165.8854167
2549,-0.266712757,165.9505208
2550,-0.24298018,166.015625
2551,-0.21910124,166.0807292
2552,-0.195090322,166.1458333
2553,-0.170961889,166.2109375
2554,-0.146730474,166.2760417
2555,-0.122410675,166.3411458
2556,-0.09801714,166.40625
2557,-0.073564564,166.4713542
2558,-0.049067674,166.5364583
2559,-0.024541229,166.6015625
2560,-9.55E-15,166.6666667
2561,0.024541229,166.7317708
2562,0.049067674,166.796875
2563,0.073564564,166.8619792
2564,0.09801714,166.9270833
2565,0.122410675,166.9921875
2566,0.146730474,167.0572917
2567,0.170961889,167.1223958
2568,0.195090322,167.1875
2569,0.21910124,167.2526042
2570,0.24298018,167.3177083
2571,0.266712757,167.3828125
2572,0.290284677,167.4479167
2573,0.31368174,167.5130208
2574,0.336889853,167.578125
2575,0.359895037,167.6432292
2576,0.382683432,167.7083333
2577,0.405241314,167.7734375
2578,0.427555093,167.8385417
2579,0.44961133,167.9036458
2580,0.471396737,167.96875
2581,0.492898192,168.0338542
2582,0.514102744,168.0989583
2583,0.53499762,168.1640625
2584,0.555570233,168.2291667
2585,0.575808191,168.2942708
2586,0.595699304,168.359375
2587,0.615231591,168.4244792
2588,0.634393284,168.4895833
2589,0.653172843,168.5546875
2590,0.671558955,168.6197917
2591,0.689540545,168.6848958
2592,0.707106781,168.75
2593,0.724247083,168.8151042
2594,0.740951125,168.8802083
2595,0.757208847,168.9453125
2596,0.773010453,169.0104167
2597,0.788346428,169.0755208
2598,0.803207531,169.140625
2599,0.817584813,169.2057292
2600,0.831469612,169.2708333
2601,0.844853565,169.3359375
2602,0.85772861,169.4010417
2603,0.870086991,169.4661458
2604,0.881921264,169.53125
2605,0.893224301,169.5963542
2606,0.903989293,169.6614583
2607,0.914209756,169.7265625
2608,0.923879533,169.7916667
2609,0.932992799,169.8567708
2610,0.941544065,169.921875
2611,0.949528181,169.9869792
2612,0.956940336,170.0520833
2613,0.963776066,170.1171875
2614,0.970031253,170.1822917
2615,0.97570213,170.2473958
2616,0.98078528,170.3125
2617,0.985277642,170.3776042
2618,0.98917651,170.4427083
2619,0.992479535,170.5078125
2620,0.995184727,170.5729167
2621,0.997290457,170.6380208
2622,0.998795456,170.703125
2623,0.999698819,170.7682292
2624,1,170.8333333
2625,0.999698819,170.8984375
2626,0.998795456,170.9635417
2627,0.997290457,171.0286458
2628,0.995184727,171.09375
2629,0.992479535,171.1588542
2630,0.98917651,171.2239583
2631,0.985277642,171.2890625
2632,0.98078528,171.3541667
2633,0.97570213,171.4192708
2634,0.970031253,171.484375
2635,0.963776066,171.5494792
2636,0.956940336,171.6145833
2637,0.949528181,171.6796875
2638,0.941544065,171.7447917
2639,0.932992799,171.8098958
2640,0.923879533,171.875
2641,0.914209756,171.9401042
2642,0.903989293,172.0052083
2643,0.893224301,172.0703125
2644,0.881921264,172.1354167
2645,0.870086991,172.2005208
2646,0.85772861,172.265625
2647,0.844853565,172.3307292
2648,0.831469612,172.3958333
2649,0.817584813,172.4609375
2650,0.803207531,172.5260417
2651,0.788346428,172.5911458
2652,0.773010453,172.65625
2653,0.757208847,172.7213542
2654,0.740951125,172.7864583
2655,0.724247083,172.8515625
2656,0.707106781,172.9166667
2657,0.689540545,172.9817708
2658,0.671558955,173.046875
2659,0.653172843,173.1119792
2660,0.634393284,173.1770833
2661,0.615231591,173.2421875
2662,0.595699304,173.3072917
2663,0.575808191,173.3723958
2664,0.555570233,173.4375
2665,0.53499762,173.5026042
2666,0.514102744,173.5677083
2667,0.492898192,173.6328125
2668,0.471396737,173.6979167
2669,0.44961133,173.7630208
2670,0.427555093,173.828125
2671,0.405241314,173.8932292
2672,0.382683432,173.9583333
2673,0.359895037,174.0234375
2674,0.336889853,174.0885417
2675,0.31368174,174.1536458
2676,0.290284677,174.21875
2677,0.266712757,174.2838542
2678,0.24298018,174.3489583
2679,0.21910124,174.4140625
2680,0.195090322,174.4791667
2681,0.170961889,174.5442708
2682,0.146730474,174.609375
2683,0.122410675,174.6744792
2684,0.09801714,174.7395833
2685,0.073564564,174.8046875
2686,0.049067674,174.8697917
2687,0.024541229,174.9348958
2688,1.32E-14,175
2689,-0.024541229,175.0651042
2690,-0.049067674,175.1302083
2691,-0.073564564,175.1953125
2692,-0.09801714,175.2604167
2693,-0.122410675,175.3255208
2694,-0.146730474,175.390625
2695,-0.170961889,175.4557292
2696,-0.195090322,175.5208333
2697,-0.21910124,175.5859375
2698,-0.24298018,175.6510417
2699,-0.266712757,175.7161458
2700,-0.290284677,175.78125
2701,-0.31368174,175.8463542
2702,-0.336889853,175.9114583
2703,-0.359895037,175.9765625
2704,-0.382683432,176.0416667
2705,-0.405241314,176.1067708
2706,-0.427555093,176.171875
2707,-0.44961133,176.2369792
2708,-0.471396737,176.3020833
2709,-0.492898192,176.3671875
2710,-0.514102744,176.4322917
2711,-0.53499762,176.4973958
2712,-0.555570233,176.5625
2713,-0.575808191,176.6276042
2714,-0.595699304,176.6927083
2715,-0.615231591,176.7578125
2716,-0.634393284,176.8229167
2717,-0.653172843,176.8880208
2718,-0.671558955,176.953125
2719,-0.689540545,177.0182292
2720,-0.707106781,177.0833333
2721,-0.724247083,177.1484375
2722,-0.740951125,177.2135417
2723,-0.757208847,177.2786458
2724,-0.773010453,177.34375
2725,-0.788346428,177.4088542
2726,-0.803207531,177.4739583
2727,-0.817584813,177.5390625
2728,-0.831469612,177.6041667
2729,-0.844853565,177.6692708
2730,-0.85772861,177.734375
2731,-0.870086991,177.7994792
2732,-0.881921264,177.8645833
2733,-0.893224301,177.9296875
2734,-0.903989293,177.9947917
2735,-0.914209756,178.0598958
2736,-0.923879533,178.125
2737,-0.932992799,178.1901042
2738,-0.941544065,178.2552083
2739,-0.949528181,178.3203125
2740,-0.956940336,178.3854167
2741,-0.963776066,178.4505208
2742,-0.970031253,178.515625
2743,-0.97570213,178.5807292
2744,-0.98078528,178.6458333
2745,-0.985277642,178.7109375
2746,-0.98917651,178.7760417
2747,-0.992479535,178.8411458
2748,-0.995184727,178.90625
2749,-0.997290457,178.9713542
2750,-0.998795456,179.0364583
2751,-0.999698819,179.1015625
2752,-1,179.1666667
2753,-0.999698819,179.2317708
2754,-0.998795456,179.296875
2755,-0.997290457,179.3619792
2756,-0.995184727,179.4270833
2757,-0.992479535,179.4921875
2758,-0.98917651,179.5572917
2759,-0.985277642,179.6223958
2760,-0.98078528,179.6875
2761,-0.97570213,179.7526042
2762,-0.970031253,179.8177083
2763,-0.963776066,179.8828125
2764,-0.956940336,179.9479167
2765,-0.949528181,180.0130208
2766,-0.941544065,180.078125
2767,-0.932992799,180.1432292
2768,-0.923879533,180.2083333
2769,-0.914209756,180.2734375
2770,-0.903989293,180.3385417
2771,-0.893224301,180.4036458
2772,-0.881921264,180.46875
2773,-0.870086991,180.5338542
2774,-0.85772861,180.5989583
2775,-0.844853565,180.6640625
2776,-0.831469612,180.7291667
2777,-0.817584813,180.7942708
2778,-0.803207531,180.859375
2779,-0.788346428,180.9244792
2780,-0.773010453,180.9895833
2781,-0.757208847,181.0546875
2782,-0.740951125,181.1197917
2783,-0.724247083,181.1848958
2784,-0.707106781,181.25
2785,-0.689540545,181.3151042
2786,-0.671558955,181.3802083
2787,-0.653172843,181.4453125
2788,-0.634393284,181.5104167
2789,-0.615231591,181.5755208
2790,-0.595699304,181.640625
2791,-0.575808191,181.7057292
2792,-0.555570233,181.7708333
2793,-0.53499762,181.8359375
2794,-0.514102744,181.9010417
2795,-0.492898192,181.9661458
2796,-0.471396737,182.03125
2797,-0.44961133,182.0963542
2798,-0.427555093,182.1614583
2799,-0.405241314,182.2265625
2800,-0.382683432,182.2916667
2801,-0.359895037,182.3567708
2802,-0.336889853,182.421875
2803,-0.31368174,182.4869792
2804,-0.290284677,182.5520833
2805,-0.266712757,182.6171875
2806,-0.24298018,182.6822917
2807,-0.21910124,182.7473958
2808,-0.195090322,182.8125
2809,-0.170961889,182.8776042
2810,-0.146730474,182.9427083
2811,-0.122410675,183.0078125
2812,-0.09801714,183.0729167
2813,-0.073564564,183.1380208
2814,-0.049067674,183.203125
2815,-0.024541229,183.2682292
2816,-9.80E-15,183.3333333
2817,0.024541229,183.3984375
2818,0.049067674,183.4635417
2819,0.073564564,183.5286458
2820,0.09801714,183.59375
2821,0.122410675,183.6588542
2822,0.146730474,183.7239583
2823,0.170961889,183.7890625
2824,0.195090322,183.8541667
2825,0.21910124,183.9192708
2826,0.24298018,183.984375
2827,0.266712757,184.0494792
2828,0.290284677,184.1145833
2829,0.31368174,184.1796875
2830,0.336889853,184.2447917
2831,0.359895037,184.3098958
2832,0.382683432,184.375
2833,0.405241314,184.4401042
2834,0.427555093,184.5052083
2835,0.44961133,184.5703125
2836,0.471396737,184.6354167
2837,0.492898192,184.7005208
2838,0.514102744,184.765625
2839,0.53499762,184.8307292
2840,0.555570233,184.8958333
2841,0.575808191,184.9609375
2842,0.595699304,185.0260417
2843,0.615231591,185.0911458
2844,0.634393284,185.15625
2845,0.653172843,185.2213542
2846,0.671558955,185.2864583
2847,0.689540545,185.3515625
2848,0.707106781,185.4166667
2849,0.724247083,185.4817708
2850,0.740951125,185.546875
2851,0.757208847,185.6119792
2852,0.773010453,185.6770833
2853,0.788346428,185.7421875
2854,0.803207531,185.8072917
2855,0.817584813,185.8723958
2856,0.831469612,185.9375
2857,0.844853565,186.0026042
2858,0.85772861,186.0677083
2859,0.870086991,186.1328125
2860,0.881921264,186.1979167
2861,0.893224301,186.2630208
2862,0.903989293,186.328125
2863,0.914209756,186.3932292
2864,0.923879533,186.4583333
2865,0.932992799,186.5234375
2866,0.941544065,186.5885417
2867,0.949528181,186.6536458
2868,0.956940336,186.71875
2869,0.963776066,186.7838542
2870,0.970031253,186.8489583
2871,0.97570213,186.9140625
2872,0.98078528,186.9791667
2873,0.985277642,187.0442708
2874,0.98917651,187.109375
2875,0.992479535,187.1744792
2876,0.995184727,187.2395833
2877,0.997290457,187.3046875
2878,0.998795456,187.3697917
2879,0.999698819,187.4348958
2880,1,187.5
2881,0.999698819,187.5651042
2882,0.998795456,187.6302083
2883,0.997290457,187.6953125
2884,0.995184727,187.7604167
2885,0.992479535,187.8255208
2886,0.98917651,187.890625
2887,0.985277642,187.9557292
2888,0.98078528,188.0208333
2889,0.97570213,188.0859375
2890,0.970031253,188.1510417
2891,0.963776066,188.2161458
2892,0.956940336,188.28125
2893,0.949528181,188.3463542
2894,0.941544065,188.4114583
2895,0.932992799,188.4765625
2896,0.923879533,188.5416667
2897,0.914209756,188.6067708
2898,0.903989293,188.671875
2899,0.893224301,188.7369792
2900,0.881921264,188.8020833
2901,0.870086991,188.8671875
2902,0.85772861,188.9322917
2903,0.844853565,188.9973958
2904,0.831469612,189.0625
2905,0.817584813,189.1276042
2906,0.803207531,189.1927083
2907,0.788346428,189.2578125
2908,0.773010453,189.3229167
2909,0.757208847,189.3880208
2910,0.740951125,189.453125
2911,0.724247083,189.5182292
2912,0.707106781,189.5833333
2913,0.689540545,189.6484375
2914,0.671558955,189.7135417
2915,0.653172843,189.7786458
2916,0.634393284,189.84375
2917,0.615231591,189.9088542
2918,0.595699304,189.9739583
2919,0.575808191,190.0390625
2920,0.555570233,190.1041667
2921,0.53499762,190.1692708
2922,0.514102744,190.234375
2923,0.492898192,190.2994792
2924,0.471396737,190.3645833
2925,0.44961133,190.4296875
2926,0.427555093,190.4947917
2927,0.405241314,190.5598958
2928,0.382683432,190.625
2929,0.359895037,190.6901042
2930,0.336889853,190.7552083
2931,0.31368174,190.8203125
2932,0.290284677,190.8854167
2933,0.266712757,190.9505208
2934,0.24298018,191.015625
2935,0.21910124,191.0807292
2936,0.195090322,191.1458333
2937,0.170961889,191.2109375
2938,0.146730474,191.2760417
2939,0.122410675,191.3411458
2940,0.09801714,191.40625
2941,0.073564564,191.4713542
2942,0.049067674,191.5364583
2943,0.024541229,191.6015625
2944,6.37E-15,191.6666667
2945,-0.024541229,191.7317708
2946,-0.049067674,191.796875
2947,-0.073564564,191.8619792
2948,-0.09801714,191.9270833
2949,-0.122410675,191.9921875
2950,-0.146730474,192.0572917
2951,-0.170961889,192.1223958
2952,-0.195090322,192.1875
2953,-0.21910124,192.2526042
2954,-0.24298018,192.3177083
2955,-0.266712757,192.3828125
2956,-0.290284677,192.4479167
2957,-0.31368174,192.5130208
2958,-0.336889853,192.578125
2959,-0.359895037,192.6432292
2960,-0.382683432,192.7083333
2961,-0.405241314,192.7734375
2962,-0.427555093,192.8385417
2963,-0.44961133,192.9036458
