index,event_id,start_time,asset_name,manual_event_type,input_event_csv_filename,vab_flickers,vab_harmonics,vab_interruptions,vab_interruptions_harmonics,vab_osc_transients,vab_sags,vab_sags_harmonics,vab_spikes,vab_swells,vab_swells_harmonics,vbc_flickers,vbc_harmonics,vbc_interruptions,vbc_interruptions_harmonics,vbc_osc_transients,vbc_sags,vbc_sags_harmonics,vbc_spikes,vbc_swells,vbc_swells_harmonics,vca_flickers,vca_harmonics,vca_interruptions,vca_interruptions_harmonics,vca_osc_transients,vca_sags,vca_sags_harmonics,vca_spikes,vca_swells,vca_swells_harmonics,ia_flickers,ia_harmonics,ia_interruptions,ia_interruptions_harmonics,ia_osc_transients,ia_sags,ia_sags_harmonics,ia_spikes,ia_swells,ia_swells_harmonics,ib_flickers,ib_harmonics,ib_interruptions,ib_interruptions_harmonics,ib_osc_transients,ib_sags,ib_sags_harmonics,ib_spikes,ib_swells,ib_swells_harmonics,ic_flickers,ic_harmonics,ic_interruptions,ic_interruptions_harmonics,ic_osc_transients,ic_sags,ic_sags_harmonics,ic_spikes,ic_swells,ic_swells_harmonics
109,event_0109,2022_06_28,test_109,test_label,input_event_sample0109,1.69E-06,0.001164943,4.45E-05,0.9884063,1.46E-05,9.38E-07,0.010336974,1.22E-08,6.10E-07,2.95E-05,1.69E-06,0.001164943,4.45E-05,0.9884063,1.46E-05,9.38E-07,0.010336974,1.22E-08,6.10E-07,2.95E-05,1.69E-06,0.001164943,4.45E-05,0.9884063,1.46E-05,9.38E-07,0.010336974,1.22E-08,6.10E-07,2.95E-05,1.69E-06,0.001164943,4.45E-05,0.9884063,1.46E-05,9.38E-07,0.010336974,1.22E-08,6.10E-07,2.95E-05,1.69E-06,0.001164943,4.45E-05,0.9884063,1.46E-05,9.38E-07,0.010336974,1.22E-08,6.10E-07,2.95E-05,1.69E-06,0.001164943,4.45E-05,0.9884063,1.46E-05,9.38E-07,0.010336974,1.22E-08,6.10E-07,2.95E-05
110,event_0110,2022_06_28,test_110,test_label,input_event_sample0110,0.000208381,0.000256377,9.54E-06,3.84E-06,0.9892607,0.000434369,2.57E-08,0.004785778,0.004045443,0.000995628,0.000208381,0.000256377,9.54E-06,3.84E-06,0.9892607,0.000434369,2.57E-08,0.004785778,0.004045443,0.000995628,0.000208381,0.000256377,9.54E-06,3.84E-06,0.9892607,0.000434369,2.57E-08,0.004785778,0.004045443,0.000995628,0.000208381,0.000256377,9.54E-06,3.84E-06,0.9892607,0.000434369,2.57E-08,0.004785778,0.004045443,0.000995628,0.000208381,0.000256377,9.54E-06,3.84E-06,0.9892607,0.000434369,2.57E-08,0.004785778,0.004045443,0.000995628,0.000208381,0.000256377,9.54E-06,3.84E-06,0.9892607,0.000434369,2.57E-08,0.004785778,0.004045443,0.000995628
111,event_0111,2022_06_28,test_111,test_label,input_event_sample0111,3.47E-12,0.99995816,4.28E-13,3.91E-05,1.44E-09,9.20E-14,2.55E-06,3.68E-11,2.95E-14,2.55E-07,3.47E-12,0.99995816,4.28E-13,3.91E-05,1.44E-09,9.20E-14,2.55E-06,3.68E-11,2.95E-14,2.55E-07,3.47E-12,0.99995816,4.28E-13,3.91E-05,1.44E-09,9.20E-14,2.55E-06,3.68E-11,2.95E-14,2.55E-07,3.47E-12,0.99995816,4.28E-13,3.91E-05,1.44E-09,9.20E-14,2.55E-06,3.68E-11,2.95E-14,2.55E-07,3.47E-12,0.99995816,4.28E-13,3.91E-05,1.44E-09,9.20E-14,2.55E-06,3.68E-11,2.95E-14,2.55E-07,3.47E-12,0.99995816,4.28E-13,3.91E-05,1.44E-09,9.20E-14,2.55E-06,3.68E-11,2.95E-14,2.55E-07
112,event_0112,2022_06_28,test_112,test_label,input_event_sample0112,1.07E-17,1.55E-12,4.25E-16,1.05E-11,1.27E-09,2.06E-12,1,8.62E-20,1.45E-18,6.50E-15,1.07E-17,1.55E-12,4.25E-16,1.05E-11,1.27E-09,2.06E-12,1,8.62E-20,1.45E-18,6.50E-15,1.07E-17,1.55E-12,4.25E-16,1.05E-11,1.27E-09,2.06E-12,1,8.62E-20,1.45E-18,6.50E-15,1.07E-17,1.55E-12,4.25E-16,1.05E-11,1.27E-09,2.06E-12,1,8.62E-20,1.45E-18,6.50E-15,1.07E-17,1.55E-12,4.25E-16,1.05E-11,1.27E-09,2.06E-12,1,8.62E-20,1.45E-18,6.50E-15,1.07E-17,1.55E-12,4.25E-16,1.05E-11,1.27E-09,2.06E-12,1,8.62E-20,1.45E-18,6.50E-15
113,event_0113,2022_06_28,test_113,test_label,input_event_sample0113,2.25E-09,1.15E-09,3.30E-05,3.66E-08,9.79E-05,4.47E-10,1.54E-08,0.000103686,0.99973696,2.83E-05,2.25E-09,1.15E-09,3.30E-05,3.66E-08,9.79E-05,4.47E-10,1.54E-08,0.000103686,0.99973696,2.83E-05,2.25E-09,1.15E-09,3.30E-05,3.66E-08,9.79E-05,4.47E-10,1.54E-08,0.000103686,0.99973696,2.83E-05,2.25E-09,1.15E-09,3.30E-05,3.66E-08,9.79E-05,4.47E-10,1.54E-08,0.000103686,0.99973696,2.83E-05,2.25E-09,1.15E-09,3.30E-05,3.66E-08,9.79E-05,4.47E-10,1.54E-08,0.000103686,0.99973696,2.83E-05,2.25E-09,1.15E-09,3.30E-05,3.66E-08,9.79E-05,4.47E-10,1.54E-08,0.000103686,0.99973696,2.83E-05
114,event_0114,2022_06_28,test_114,test_label,input_event_sample0114,5.58E-16,1.86E-10,1.94E-17,7.26E-08,3.83E-09,8.39E-08,0.99999976,1.98E-20,2.00E-16,2.65E-10,5.58E-16,1.86E-10,1.94E-17,7.26E-08,3.83E-09,8.39E-08,0.99999976,1.98E-20,2.00E-16,2.65E-10,5.58E-16,1.86E-10,1.94E-17,7.26E-08,3.83E-09,8.39E-08,0.99999976,1.98E-20,2.00E-16,2.65E-10,5.58E-16,1.86E-10,1.94E-17,7.26E-08,3.83E-09,8.39E-08,0.99999976,1.98E-20,2.00E-16,2.65E-10,5.58E-16,1.86E-10,1.94E-17,7.26E-08,3.83E-09,8.39E-08,0.99999976,1.98E-20,2.00E-16,2.65E-10,5.58E-16,1.86E-10,1.94E-17,7.26E-08,3.83E-09,8.39E-08,0.99999976,1.98E-20,2.00E-16,2.65E-10
115,event_0115,2022_06_28,test_115,test_label,input_event_sample0115,4.07E-12,3.31E-14,0.99999654,2.78E-06,2.31E-07,4.43E-08,4.40E-11,3.86E-07,6.14E-09,4.18E-12,4.07E-12,3.31E-14,0.99999654,2.78E-06,2.31E-07,4.43E-08,4.40E-11,3.86E-07,6.14E-09,4.18E-12,4.07E-12,3.31E-14,0.99999654,2.78E-06,2.31E-07,4.43E-08,4.40E-11,3.86E-07,6.14E-09,4.18E-12,4.07E-12,3.31E-14,0.99999654,2.78E-06,2.31E-07,4.43E-08,4.40E-11,3.86E-07,6.14E-09,4.18E-12,4.07E-12,3.31E-14,0.99999654,2.78E-06,2.31E-07,4.43E-08,4.40E-11,3.86E-07,6.14E-09,4.18E-12,4.07E-12,3.31E-14,0.99999654,2.78E-06,2.31E-07,4.43E-08,4.40E-11,3.86E-07,6.14E-09,4.18E-12
116,event_0116,2022_06_28,test_116,test_label,input_event_sample0116,1.34E-24,6.73E-24,3.64E-29,1.41E-18,2.58E-12,3.06E-33,4.13E-22,8.12E-22,2.05E-12,1,1.34E-24,6.73E-24,3.64E-29,1.41E-18,2.58E-12,3.06E-33,4.13E-22,8.12E-22,2.05E-12,1,1.34E-24,6.73E-24,3.64E-29,1.41E-18,2.58E-12,3.06E-33,4.13E-22,8.12E-22,2.05E-12,1,1.34E-24,6.73E-24,3.64E-29,1.41E-18,2.58E-12,3.06E-33,4.13E-22,8.12E-22,2.05E-12,1,1.34E-24,6.73E-24,3.64E-29,1.41E-18,2.58E-12,3.06E-33,4.13E-22,8.12E-22,2.05E-12,1,1.34E-24,6.73E-24,3.64E-29,1.41E-18,2.58E-12,3.06E-33,4.13E-22,8.12E-22,2.05E-12,1
117,event_0117,2022_06_28,test_117,test_label,input_event_sample0117,8.07E-14,4.12E-21,4.03E-06,2.44E-12,2.79E-06,0.9997532,0.000240009,4.55E-12,4.27E-12,2.69E-16,8.07E-14,4.12E-21,4.03E-06,2.44E-12,2.79E-06,0.9997532,0.000240009,4.55E-12,4.27E-12,2.69E-16,8.07E-14,4.12E-21,4.03E-06,2.44E-12,2.79E-06,0.9997532,0.000240009,4.55E-12,4.27E-12,2.69E-16,8.07E-14,4.12E-21,4.03E-06,2.44E-12,2.79E-06,0.9997532,0.000240009,4.55E-12,4.27E-12,2.69E-16,8.07E-14,4.12E-21,4.03E-06,2.44E-12,2.79E-06,0.9997532,0.000240009,4.55E-12,4.27E-12,2.69E-16,8.07E-14,4.12E-21,4.03E-06,2.44E-12,2.79E-06,0.9997532,0.000240009,4.55E-12,4.27E-12,2.69E-16
118,event_0118,2022_06_28,test_118,test_label,input_event_sample0118,1.24E-11,7.53E-19,0.000246485,8.99E-09,1.62E-06,0.9996892,6.27E-05,4.96E-10,2.31E-09,7.10E-14,1.24E-11,7.53E-19,0.000246485,8.99E-09,1.62E-06,0.9996892,6.27E-05,4.96E-10,2.31E-09,7.10E-14,1.24E-11,7.53E-19,0.000246485,8.99E-09,1.62E-06,0.9996892,6.27E-05,4.96E-10,2.31E-09,7.10E-14,1.24E-11,7.53E-19,0.000246485,8.99E-09,1.62E-06,0.9996892,6.27E-05,4.96E-10,2.31E-09,7.10E-14,1.24E-11,7.53E-19,0.000246485,8.99E-09,1.62E-06,0.9996892,6.27E-05,4.96E-10,2.31E-09,7.10E-14,1.24E-11,7.53E-19,0.000246485,8.99E-09,1.62E-06,0.9996892,6.27E-05,4.96E-10,2.31E-09,7.10E-14
119,event_0119,2022_06_28,test_119,test_label,input_event_sample0119,0,0,0,8.15E-32,1,0,4.29E-36,0,5.43E-28,5.40E-28,0,0,0,8.15E-32,1,0,4.29E-36,0,5.43E-28,5.40E-28,0,0,0,8.15E-32,1,0,4.29E-36,0,5.43E-28,5.40E-28,0,0,0,8.15E-32,1,0,4.29E-36,0,5.43E-28,5.40E-28,0,0,0,8.15E-32,1,0,4.29E-36,0,5.43E-28,5.40E-28,0,0,0,8.15E-32,1,0,4.29E-36,0,5.43E-28,5.40E-28
120,event_0120,2022_06_28,test_120,test_label,input_event_sample0120,5.95E-15,0.9962102,1.06E-14,0.003789017,4.81E-08,1.21E-13,4.71E-07,1.92E-13,3.17E-14,3.55E-07,5.95E-15,0.9962102,1.06E-14,0.003789017,4.81E-08,1.21E-13,4.71E-07,1.92E-13,3.17E-14,3.55E-07,5.95E-15,0.9962102,1.06E-14,0.003789017,4.81E-08,1.21E-13,4.71E-07,1.92E-13,3.17E-14,3.55E-07,5.95E-15,0.9962102,1.06E-14,0.003789017,4.81E-08,1.21E-13,4.71E-07,1.92E-13,3.17E-14,3.55E-07,5.95E-15,0.9962102,1.06E-14,0.003789017,4.81E-08,1.21E-13,4.71E-07,1.92E-13,3.17E-14,3.55E-07,5.95E-15,0.9962102,1.06E-14,0.003789017,4.81E-08,1.21E-13,4.71E-07,1.92E-13,3.17E-14,3.55E-07
121,event_0121,2022_06_28,test_121,test_label,input_event_sample0121,3.56E-21,0,3.98E-27,5.77E-16,1,3.96E-23,1.60E-19,2.04E-30,8.98E-12,7.34E-13,3.56E-21,0,3.98E-27,5.77E-16,1,3.96E-23,1.60E-19,2.04E-30,8.98E-12,7.34E-13,3.56E-21,0,3.98E-27,5.77E-16,1,3.96E-23,1.60E-19,2.04E-30,8.98E-12,7.34E-13,3.56E-21,0,3.98E-27,5.77E-16,1,3.96E-23,1.60E-19,2.04E-30,8.98E-12,7.34E-13,3.56E-21,0,3.98E-27,5.77E-16,1,3.96E-23,1.60E-19,2.04E-30,8.98E-12,7.34E-13,3.56E-21,0,3.98E-27,5.77E-16,1,3.96E-23,1.60E-19,2.04E-30,8.98E-12,7.34E-13
122,event_0122,2022_06_28,test_122,test_label,input_event_sample0122,1.58E-12,0.99898773,1.09E-12,0.000999934,3.09E-07,1.07E-11,1.04E-05,2.42E-10,4.92E-12,1.53E-06,1.58E-12,0.99898773,1.09E-12,0.000999934,3.09E-07,1.07E-11,1.04E-05,2.42E-10,4.92E-12,1.53E-06,1.58E-12,0.99898773,1.09E-12,0.000999934,3.09E-07,1.07E-11,1.04E-05,2.42E-10,4.92E-12,1.53E-06,1.58E-12,0.99898773,1.09E-12,0.000999934,3.09E-07,1.07E-11,1.04E-05,2.42E-10,4.92E-12,1.53E-06,1.58E-12,0.99898773,1.09E-12,0.000999934,3.09E-07,1.07E-11,1.04E-05,2.42E-10,4.92E-12,1.53E-06,1.58E-12,0.99898773,1.09E-12,0.000999934,3.09E-07,1.07E-11,1.04E-05,2.42E-10,4.92E-12,1.53E-06
123,event_0123,2022_06_28,test_123,test_label,input_event_sample0123,1.01E-15,6.82E-09,4.27E-14,2.93E-07,1.38E-07,2.00E-11,0.9999995,1.18E-14,1.58E-15,2.84E-11,1.01E-15,6.82E-09,4.27E-14,2.93E-07,1.38E-07,2.00E-11,0.9999995,1.18E-14,1.58E-15,2.84E-11,1.01E-15,6.82E-09,4.27E-14,2.93E-07,1.38E-07,2.00E-11,0.9999995,1.18E-14,1.58E-15,2.84E-11,1.01E-15,6.82E-09,4.27E-14,2.93E-07,1.38E-07,2.00E-11,0.9999995,1.18E-14,1.58E-15,2.84E-11,1.01E-15,6.82E-09,4.27E-14,2.93E-07,1.38E-07,2.00E-11,0.9999995,1.18E-14,1.58E-15,2.84E-11,1.01E-15,6.82E-09,4.27E-14,2.93E-07,1.38E-07,2.00E-11,0.9999995,1.18E-14,1.58E-15,2.84E-11
124,event_0124,2022_06_28,test_124,test_label,input_event_sample0124,5.45E-14,2.78E-09,1.29E-16,3.63E-09,6.21E-09,3.26E-12,1,1.50E-12,4.74E-14,8.00E-12,5.45E-14,2.78E-09,1.29E-16,3.63E-09,6.21E-09,3.26E-12,1,1.50E-12,4.74E-14,8.00E-12,5.45E-14,2.78E-09,1.29E-16,3.63E-09,6.21E-09,3.26E-12,1,1.50E-12,4.74E-14,8.00E-12,5.45E-14,2.78E-09,1.29E-16,3.63E-09,6.21E-09,3.26E-12,1,1.50E-12,4.74E-14,8.00E-12,5.45E-14,2.78E-09,1.29E-16,3.63E-09,6.21E-09,3.26E-12,1,1.50E-12,4.74E-14,8.00E-12,5.45E-14,2.78E-09,1.29E-16,3.63E-09,6.21E-09,3.26E-12,1,1.50E-12,4.74E-14,8.00E-12
125,event_0125,2022_06_28,test_125,test_label,input_event_sample0125,9.74E-15,2.52E-07,7.94E-11,0.99999416,3.16E-09,2.40E-13,5.58E-06,2.59E-16,1.64E-17,4.77E-09,9.74E-15,2.52E-07,7.94E-11,0.99999416,3.16E-09,2.40E-13,5.58E-06,2.59E-16,1.64E-17,4.77E-09,9.74E-15,2.52E-07,7.94E-11,0.99999416,3.16E-09,2.40E-13,5.58E-06,2.59E-16,1.64E-17,4.77E-09,9.74E-15,2.52E-07,7.94E-11,0.99999416,3.16E-09,2.40E-13,5.58E-06,2.59E-16,1.64E-17,4.77E-09,9.74E-15,2.52E-07,7.94E-11,0.99999416,3.16E-09,2.40E-13,5.58E-06,2.59E-16,1.64E-17,4.77E-09,9.74E-15,2.52E-07,7.94E-11,0.99999416,3.16E-09,2.40E-13,5.58E-06,2.59E-16,1.64E-17,4.77E-09
126,event_0126,2022_06_28,test_126,test_label,input_event_sample0126,4.33E-14,3.11E-07,8.49E-10,0.999907,2.32E-08,6.39E-11,9.26E-05,1.16E-16,1.74E-15,4.02E-09,4.33E-14,3.11E-07,8.49E-10,0.999907,2.32E-08,6.39E-11,9.26E-05,1.16E-16,1.74E-15,4.02E-09,4.33E-14,3.11E-07,8.49E-10,0.999907,2.32E-08,6.39E-11,9.26E-05,1.16E-16,1.74E-15,4.02E-09,4.33E-14,3.11E-07,8.49E-10,0.999907,2.32E-08,6.39E-11,9.26E-05,1.16E-16,1.74E-15,4.02E-09,4.33E-14,3.11E-07,8.49E-10,0.999907,2.32E-08,6.39E-11,9.26E-05,1.16E-16,1.74E-15,4.02E-09,4.33E-14,3.11E-07,8.49E-10,0.999907,2.32E-08,6.39E-11,9.26E-05,1.16E-16,1.74E-15,4.02E-09
127,event_0127,2022_06_28,test_127,test_label,input_event_sample0127,9.32E-08,5.81E-06,0.001907574,4.34E-07,0.000929987,5.63E-05,4.26E-07,0.997092,7.24E-06,1.04E-07,9.32E-08,5.81E-06,0.001907574,4.34E-07,0.000929987,5.63E-05,4.26E-07,0.997092,7.24E-06,1.04E-07,9.32E-08,5.81E-06,0.001907574,4.34E-07,0.000929987,5.63E-05,4.26E-07,0.997092,7.24E-06,1.04E-07,9.32E-08,5.81E-06,0.001907574,4.34E-07,0.000929987,5.63E-05,4.26E-07,0.997092,7.24E-06,1.04E-07,9.32E-08,5.81E-06,0.001907574,4.34E-07,0.000929987,5.63E-05,4.26E-07,0.997092,7.24E-06,1.04E-07,9.32E-08,5.81E-06,0.001907574,4.34E-07,0.000929987,5.63E-05,4.26E-07,0.997092,7.24E-06,1.04E-07
128,event_0128,2022_06_28,test_128,test_label,input_event_sample0128,1.18E-09,9.75E-07,1.99E-05,9.47E-08,7.99E-05,5.89E-07,3.13E-07,0.9998976,5.59E-07,5.12E-09,1.18E-09,9.75E-07,1.99E-05,9.47E-08,7.99E-05,5.89E-07,3.13E-07,0.9998976,5.59E-07,5.12E-09,1.18E-09,9.75E-07,1.99E-05,9.47E-08,7.99E-05,5.89E-07,3.13E-07,0.9998976,5.59E-07,5.12E-09,1.18E-09,9.75E-07,1.99E-05,9.47E-08,7.99E-05,5.89E-07,3.13E-07,0.9998976,5.59E-07,5.12E-09,1.18E-09,9.75E-07,1.99E-05,9.47E-08,7.99E-05,5.89E-07,3.13E-07,0.9998976,5.59E-07,5.12E-09,1.18E-09,9.75E-07,1.99E-05,9.47E-08,7.99E-05,5.89E-07,3.13E-07,0.9998976,5.59E-07,5.12E-09
129,event_0129,2022_06_28,test_129,test_label,input_event_sample0129,2.55E-18,2.20E-07,1.29E-16,4.75E-09,2.50E-09,2.59E-16,0.99999964,2.60E-12,3.65E-17,9.08E-08,2.55E-18,2.20E-07,1.29E-16,4.75E-09,2.50E-09,2.59E-16,0.99999964,2.60E-12,3.65E-17,9.08E-08,2.55E-18,2.20E-07,1.29E-16,4.75E-09,2.50E-09,2.59E-16,0.99999964,2.60E-12,3.65E-17,9.08E-08,2.55E-18,2.20E-07,1.29E-16,4.75E-09,2.50E-09,2.59E-16,0.99999964,2.60E-12,3.65E-17,9.08E-08,2.55E-18,2.20E-07,1.29E-16,4.75E-09,2.50E-09,2.59E-16,0.99999964,2.60E-12,3.65E-17,9.08E-08,2.55E-18,2.20E-07,1.29E-16,4.75E-09,2.50E-09,2.59E-16,0.99999964,2.60E-12,3.65E-17,9.08E-08
130,event_0130,2022_06_28,test_130,test_label,input_event_sample0130,1.15E-11,7.45E-10,5.65E-08,6.22E-09,1.19E-05,3.44E-11,1.84E-09,0.9998673,0.000120599,2.97E-08,1.15E-11,7.45E-10,5.65E-08,6.22E-09,1.19E-05,3.44E-11,1.84E-09,0.9998673,0.000120599,2.97E-08,1.15E-11,7.45E-10,5.65E-08,6.22E-09,1.19E-05,3.44E-11,1.84E-09,0.9998673,0.000120599,2.97E-08,1.15E-11,7.45E-10,5.65E-08,6.22E-09,1.19E-05,3.44E-11,1.84E-09,0.9998673,0.000120599,2.97E-08,1.15E-11,7.45E-10,5.65E-08,6.22E-09,1.19E-05,3.44E-11,1.84E-09,0.9998673,0.000120599,2.97E-08,1.15E-11,7.45E-10,5.65E-08,6.22E-09,1.19E-05,3.44E-11,1.84E-09,0.9998673,0.000120599,2.97E-08
131,event_0131,2022_06_28,test_131,test_label,input_event_sample0131,2.34E-12,1.27E-14,9.66E-05,1.16E-07,0.000755198,0.99914646,1.66E-06,4.03E-08,5.46E-11,1.17E-13,2.34E-12,1.27E-14,9.66E-05,1.16E-07,0.000755198,0.99914646,1.66E-06,4.03E-08,5.46E-11,1.17E-13,2.34E-12,1.27E-14,9.66E-05,1.16E-07,0.000755198,0.99914646,1.66E-06,4.03E-08,5.46E-11,1.17E-13,2.34E-12,1.27E-14,9.66E-05,1.16E-07,0.000755198,0.99914646,1.66E-06,4.03E-08,5.46E-11,1.17E-13,2.34E-12,1.27E-14,9.66E-05,1.16E-07,0.000755198,0.99914646,1.66E-06,4.03E-08,5.46E-11,1.17E-13,2.34E-12,1.27E-14,9.66E-05,1.16E-07,0.000755198,0.99914646,1.66E-06,4.03E-08,5.46E-11,1.17E-13
132,event_0132,2022_06_28,test_132,test_label,input_event_sample0132,1.40E-14,1.07E-07,1.19E-08,0.99999666,9.22E-08,9.81E-14,3.13E-06,1.61E-13,5.41E-13,4.46E-08,1.40E-14,1.07E-07,1.19E-08,0.99999666,9.22E-08,9.81E-14,3.13E-06,1.61E-13,5.41E-13,4.46E-08,1.40E-14,1.07E-07,1.19E-08,0.99999666,9.22E-08,9.81E-14,3.13E-06,1.61E-13,5.41E-13,4.46E-08,1.40E-14,1.07E-07,1.19E-08,0.99999666,9.22E-08,9.81E-14,3.13E-06,1.61E-13,5.41E-13,4.46E-08,1.40E-14,1.07E-07,1.19E-08,0.99999666,9.22E-08,9.81E-14,3.13E-06,1.61E-13,5.41E-13,4.46E-08,1.40E-14,1.07E-07,1.19E-08,0.99999666,9.22E-08,9.81E-14,3.13E-06,1.61E-13,5.41E-13,4.46E-08
133,event_0133,2022_06_28,test_133,test_label,input_event_sample0133,8.74E-09,0.000313514,2.67E-06,0.9995908,1.04E-05,4.56E-07,7.87E-05,9.24E-09,3.44E-08,3.38E-06,8.74E-09,0.000313514,2.67E-06,0.9995908,1.04E-05,4.56E-07,7.87E-05,9.24E-09,3.44E-08,3.38E-06,8.74E-09,0.000313514,2.67E-06,0.9995908,1.04E-05,4.56E-07,7.87E-05,9.24E-09,3.44E-08,3.38E-06,8.74E-09,0.000313514,2.67E-06,0.9995908,1.04E-05,4.56E-07,7.87E-05,9.24E-09,3.44E-08,3.38E-06,8.74E-09,0.000313514,2.67E-06,0.9995908,1.04E-05,4.56E-07,7.87E-05,9.24E-09,3.44E-08,3.38E-06,8.74E-09,0.000313514,2.67E-06,0.9995908,1.04E-05,4.56E-07,7.87E-05,9.24E-09,3.44E-08,3.38E-06
134,event_0134,2022_06_28,test_134,test_label,input_event_sample0134,4.47E-23,4.20E-27,5.71E-18,2.27E-20,2.74E-11,2.39E-28,8.68E-22,1.61E-14,1,1.40E-11,4.47E-23,4.20E-27,5.71E-18,2.27E-20,2.74E-11,2.39E-28,8.68E-22,1.61E-14,1,1.40E-11,4.47E-23,4.20E-27,5.71E-18,2.27E-20,2.74E-11,2.39E-28,8.68E-22,1.61E-14,1,1.40E-11,4.47E-23,4.20E-27,5.71E-18,2.27E-20,2.74E-11,2.39E-28,8.68E-22,1.61E-14,1,1.40E-11,4.47E-23,4.20E-27,5.71E-18,2.27E-20,2.74E-11,2.39E-28,8.68E-22,1.61E-14,1,1.40E-11,4.47E-23,4.20E-27,5.71E-18,2.27E-20,2.74E-11,2.39E-28,8.68E-22,1.61E-14,1,1.40E-11
135,event_0135,2022_06_28,test_135,test_label,input_event_sample0135,2.21E-22,1.20E-19,2.66E-26,8.80E-14,4.32E-10,3.19E-31,9.23E-20,7.53E-25,2.20E-16,1,2.21E-22,1.20E-19,2.66E-26,8.80E-14,4.32E-10,3.19E-31,9.23E-20,7.53E-25,2.20E-16,1,2.21E-22,1.20E-19,2.66E-26,8.80E-14,4.32E-10,3.19E-31,9.23E-20,7.53E-25,2.20E-16,1,2.21E-22,1.20E-19,2.66E-26,8.80E-14,4.32E-10,3.19E-31,9.23E-20,7.53E-25,2.20E-16,1,2.21E-22,1.20E-19,2.66E-26,8.80E-14,4.32E-10,3.19E-31,9.23E-20,7.53E-25,2.20E-16,1,2.21E-22,1.20E-19,2.66E-26,8.80E-14,4.32E-10,3.19E-31,9.23E-20,7.53E-25,2.20E-16,1
136,event_0136,2022_06_28,test_136,test_label,input_event_sample0136,1.38E-11,5.37E-16,0.9999902,7.74E-06,7.87E-07,3.03E-07,3.36E-10,9.13E-07,1.24E-08,6.97E-11,1.38E-11,5.37E-16,0.9999902,7.74E-06,7.87E-07,3.03E-07,3.36E-10,9.13E-07,1.24E-08,6.97E-11,1.38E-11,5.37E-16,0.9999902,7.74E-06,7.87E-07,3.03E-07,3.36E-10,9.13E-07,1.24E-08,6.97E-11,1.38E-11,5.37E-16,0.9999902,7.74E-06,7.87E-07,3.03E-07,3.36E-10,9.13E-07,1.24E-08,6.97E-11,1.38E-11,5.37E-16,0.9999902,7.74E-06,7.87E-07,3.03E-07,3.36E-10,9.13E-07,1.24E-08,6.97E-11,1.38E-11,5.37E-16,0.9999902,7.74E-06,7.87E-07,3.03E-07,3.36E-10,9.13E-07,1.24E-08,6.97E-11
137,event_0137,2022_06_28,test_137,test_label,input_event_sample0137,2.23E-10,3.50E-16,5.76E-08,3.56E-10,0.9971616,4.15E-09,1.23E-08,4.17E-05,0.00279653,9.43E-08,2.23E-10,3.50E-16,5.76E-08,3.56E-10,0.9971616,4.15E-09,1.23E-08,4.17E-05,0.00279653,9.43E-08,2.23E-10,3.50E-16,5.76E-08,3.56E-10,0.9971616,4.15E-09,1.23E-08,4.17E-05,0.00279653,9.43E-08,2.23E-10,3.50E-16,5.76E-08,3.56E-10,0.9971616,4.15E-09,1.23E-08,4.17E-05,0.00279653,9.43E-08,2.23E-10,3.50E-16,5.76E-08,3.56E-10,0.9971616,4.15E-09,1.23E-08,4.17E-05,0.00279653,9.43E-08,2.23E-10,3.50E-16,5.76E-08,3.56E-10,0.9971616,4.15E-09,1.23E-08,4.17E-05,0.00279653,9.43E-08
138,event_0138,2022_06_28,test_138,test_label,input_event_sample0138,2.64E-32,0,3.49E-33,1.25E-20,1,5.55E-29,2.03E-18,0,6.43E-14,3.37E-17,2.64E-32,0,3.49E-33,1.25E-20,1,5.55E-29,2.03E-18,0,6.43E-14,3.37E-17,2.64E-32,0,3.49E-33,1.25E-20,1,5.55E-29,2.03E-18,0,6.43E-14,3.37E-17,2.64E-32,0,3.49E-33,1.25E-20,1,5.55E-29,2.03E-18,0,6.43E-14,3.37E-17,2.64E-32,0,3.49E-33,1.25E-20,1,5.55E-29,2.03E-18,0,6.43E-14,3.37E-17,2.64E-32,0,3.49E-33,1.25E-20,1,5.55E-29,2.03E-18,0,6.43E-14,3.37E-17
139,event_0139,2022_06_28,test_139,test_label,input_event_sample0139,7.90E-27,0,7.43E-26,9.70E-22,1,6.30E-20,8.37E-10,2.99E-33,2.87E-11,1.77E-20,7.90E-27,0,7.43E-26,9.70E-22,1,6.30E-20,8.37E-10,2.99E-33,2.87E-11,1.77E-20,7.90E-27,0,7.43E-26,9.70E-22,1,6.30E-20,8.37E-10,2.99E-33,2.87E-11,1.77E-20,7.90E-27,0,7.43E-26,9.70E-22,1,6.30E-20,8.37E-10,2.99E-33,2.87E-11,1.77E-20,7.90E-27,0,7.43E-26,9.70E-22,1,6.30E-20,8.37E-10,2.99E-33,2.87E-11,1.77E-20,7.90E-27,0,7.43E-26,9.70E-22,1,6.30E-20,8.37E-10,2.99E-33,2.87E-11,1.77E-20
